Wilayah;Kode Kecamatan;Kecamatan;NamaTaman;Alamat;Luas (m2);Data Tahun
Kordon;327322;Buahbatu;Taman Blok L2 b;Jl. Yupiter Utama;437;2018
Kordon;327322;Buahbatu;Taman Blok L2 c;Jl. Yupiter Utama;375;2018
Kordon;327322;Buahbatu;Taman Blok L2 d;Jl. Yupiter Utama;874;2018
Kordon;327322;Buahbatu;Taman Blok L2 f;Jl. Meteor Barat;437;2018
Kordon;327322;Buahbatu;Taman Blok L2 g;Jl. Meteor Barat;437;2018
Kordon;327322;Buahbatu;Taman Blok L2 (Al Bayan);Jl. Meteor Barat;816;2018
Kordon;327322;Buahbatu;Taman Blok L2 h;Jl. Meteor Barat;460;2018
Kordon;327322;Buahbatu;Taman Blok L2 i;Jl. Meteor Barat;1994;2018
Kordon;327322;Buahbatu;Taman Blok B2 c;Jl. Yupiter Utama;663;2018
Kordon;327322;Buahbatu;Taman Blok A2;Jl. Jupiter Selatan IV;1922;2018
Kordon;327322;Buahbatu;Taman Blok D2 a;Jl. Yupiter Utama;378;2018
Kordon;327322;Buahbatu;Taman Blok E2 b;Jl. Jupiter Utama ;108;2018
Kordon;327322;Buahbatu;Taman Blok E2 d;Jl. Jupiter Timur;56.04;2018
Kordon;327322;Buahbatu;Taman Blok G2;Jl. Jupiter XIII;625;2018
Kordon;327322;Buahbatu;Taman Blok N2;Jl. Yupiter Utama;600.02;2018
Kordon;327322;Buahbatu;Taman Blok O2 a;Jl. Yupiter Utama III;180;2018
Kordon;327322;Buahbatu;Taman Blok O2 b;Jl. Yupiter Timur;230.67;2018
Kordon;327322;Buahbatu;Taman Blok O2 c;Jl. Yupiter XIII;47.08;2018
Kordon;327322;Buahbatu;Taman Blok T2 depan No. 24;Jl. Yupiter Utama;557;2018
Kordon;327322;Buahbatu;Taman Blok V2;Jl. Galaxy Raya;2173;2018
Kordon;327322;Buahbatu;Taman Blok M2;Jl. Yupiter Utama;413;2018
Kordon;327322;Buahbatu;Taman Blok B2 b;Jl. Jupiter Tengah V;770;2018
Kordon;327322;Buahbatu;Taman RW 04 Kel. Margasari;-;273.25;2018
Kordon;327322;Buahbatu;Taman RW 02 Kel. Sekejati;-;446.47;2018
Kordon;327322;Buahbatu;Taman RW 13 Kel. Margasari;-;315.56;2018
Kordon;327322;Buahbatu;Taman RW 07 Kel. Sekejati ;Galaxy;359.32;2018
Kordon;327321;Bandung Kidul;Taman RW 10 Kel. Kujangsari;-;223.21;2018
Kordon;327321;Bandung Kidul;Taman RW 04 Kel. Jatisari;-;193;2018
Kordon;327321;Bandung Kidul;Taman RW 04 Istana Kawaluyaan Kel.Jatisari;Jl.Istana Kawaluyaan;120;2018
Kordon;327321;Bandung Kidul;Taman Sanggar Hurip 2;Jl. Sanggar Kencana Timur;452;2018
Kordon;327321;Bandung Kidul;Taman Sanggar Hurip 3;Jl. Sanggar Utama;565;2018
Kordon;327321;Bandung Kidul;Taman Sanggar Hurip 6;Jl. Sanggar Kencana 5;480;2018
Kordon;327321;Bandung Kidul;Taman Blok O2 depan no. 125;Jl. Sanggar Kencana Timur;567;2018
Kordon;327321;Bandung Kidul;Taman Blok S2 depan no. 69;Jl. Sanggar Utama;472;2018
Kordon;327321;Bandung Kidul;Taman Blok I2 depan no. 84;Jl. Sanggar Kencana V;325;2018
Kordon;327321;Bandung Kidul;Taman Gading 1;Jl. Gading Barat 4;416;2018
Kordon;327321;Bandung Kidul;Taman Gading 2;Jl. Gading Barat 2;621;2018
Kordon;327321;Bandung Kidul;Taman Gading 3;Jl. Utama;1165;2018
Kordon;327321;Bandung Kidul;Taman Gading 4; Pintu Gerbang;436;2018
Kordon;327321;Bandung Kidul;Taman Gading 5; Depan Kantor Pemasaran;235;2018
Kordon;327321;Bandung Kidul;Taman Gading 6;Jl. Gading Barat 4;214;2018
Kordon;327321;Bandung Kidul;Taman Gading 8; Barat Lapang Tenis;595;2018
Kordon;327321;Bandung Kidul;Taman Gading 9; Selatan Lapang Tenis;2795;2018
Kordon;327321;Bandung Kidul;Taman Gading 10;Jl. Gading Utama Timur;810;2018
Kordon;327321;Bandung Kidul;Taman Gading 11; Sebelah RukanBlok A dan B;376;2018
Kordon;327321;Bandung Kidul;Taman Batu Permata;Jl. Batu Permata II;530;2018
Kordon;327321;Bandung Kidul;Taman 1;Jl. Batununggal Permai II;1646;2018
Kordon;327321;Bandung Kidul;Taman 2;Jl. Batununggal Permai;1794;2018
Kordon;327321;Bandung Kidul;Taman 3;Jl. Batununggal Indah;3720;2018
Kordon;327321;Bandung Kidul;Taman 4;Jl. Batununggal Indah II;617;2018
Kordon;327321;Bandung Kidul;Taman 5;Jl. Batununggal Elok;4855;2018
Kordon;327321;Bandung Kidul; Pulau Jalan Samsat;Jl. Soekarno Hatta depan Samsat;124;2018
Gedebage;327327;Gedebage;Taman RW 12 Kel. Cisaranten;Jl. Riung pureung 9Komplek Riung Bandung;350;2018
Gedebage;327327;Gedebage;Taman RW 07 Kel. Rancanumpang;Perum Cempaka Arum RW 07;1200;2018
Gedebage;327327;Gedebage;Taman RW 07 Kel. Cimincrang;-;306;2018
Gedebage;327327;Gedebage;Taman RW 14 Kel. Cisaranten Kidul;-;358.11;2018
Gedebage;327327;Gedebage;Taman RW 02 dan 07 Kel. Rancanumpang;-;1000;2018
Gedebage;327327;Gedebage;Taman RW 09 Kel. Cisaranten Kidul;-;264.85;2018
Gedebage;327323;Rancasari;Taman RW 06 Kel. Derwati;-;189;2018
Gedebage;327323;Rancasari;Taman RW 10 Kel. Derwati;Saluyu Indah Raya RW 10 Kec. Rancasari;129.78;2018
Gedebage;327323;Rancasari;Taman Metro Estate a;Jl. Venus Timur Raya/Mesjid;3590;2018
Gedebage;327323;Rancasari;Taman Metro Estate b;Jl. Venus Barat IV depan No.15;612;2018
Gedebage;327323;Rancasari;Taman Metro Estate c;Jl. Venus Barat VII depan No.8;462;2018
Gedebage;327323;Rancasari;Taman Metro Estate d;Jl. Venus Barat VII dep. 384;495;2018
Gedebage;327323;Rancasari;Taman Metro Estate e;Jl. Venus Timur VI dan I;495;2018
Gedebage;327323;Rancasari;Taman Metro Estate f;Jl. Venus Barat II;446;2018
Gedebage;327323;Rancasari;Taman Metro Estate g;Jl. Venus Timur I dan II;446;2018
Gedebage;327323;Rancasari;Taman Metro Estate h;Jl. Venus Raya;894;2018
Gedebage;327323;Rancasari;Taman Metro Estate i;Jl. Venus Barat VI;128;2018
Gedebage;327323;Rancasari;Taman Metro Estate j;Jl. Venus Raya;678;2018
Gedebage;327323;Rancasari;Taman Metro Estate m;Jl. Venus Raya;604;2018
Gedebage;327323;Rancasari;Taman Metro Estate n;Jl. Venus Barat IX;450;2018
Gedebage;327323;Rancasari;Taman Metro Estate o;Jl. Venus Raya/Minimarket;518;2018
Gedebage;327323;Rancasari;Taman RW 10 Kel. Mekar Jaya;-;130;2018
Gedebage;327323;Rancasari;Taman Blok Q a;Jl. Tata Surya;1637;2018
Gedebage;327323;Rancasari;Taman Blok Q b;Jl. Mercury Selatan XI;648;2018
Gedebage;327323;Rancasari;Taman Blok Q c;Jl. Mercury Selatan VIII;408;2018
Gedebage;327323;Rancasari;Taman Blok P;Jl. Mars Selatan II dan III;1486;2018
Gedebage;327323;Rancasari;Taman Blok P a;Jl. Mars Barat II/III;376.49;2018
Gedebage;327323;Rancasari;Taman Blok P b;Jl. Mars Timur IV/V;298.11;2018
Gedebage;327323;Rancasari;Taman Blok O;Jl. Mars Selatan  XVI;147.23;2018
Gedebage;327323;Rancasari;Taman Blok P c;Jl. Mars Barat VIII;800;2018
Gedebage;327323;Rancasari;Taman Blok Y a;Jl. Mars Utara II;1182;2018
