Wilayah;Kode Kecamatan;Kecamatan;NamaTaman;Alamat;Luas (m2);Data Tahun
Tegallega;327304;Bojongloa Kaler;Taman Kopo Kencana;Jl. Papan Kencana;12497;2017
Tegallega;327304;Bojongloa Kaler;Taman Tritisan Kencana;Jl. Tritisan Kencana;956;2017
Tegallega;327304;Bojongloa Kaler;Taman Payung Kencana;Jl. Payung Kencana;605;2017
Tegallega;327304;Bojongloa Kaler;Taman Titisan Kencana;Jl. Titisan Kencana;16;2017
Tegallega;327304;Bojongloa Kaler;Jalur Hijau Undak Kencana;Jl. Undak Kencana;84;2017
Tegallega;327304;Bojongloa Kaler;Taman Ruko Kencana;Jl. Kencana;87682;2017
Tegallega;327304;Bojongloa Kaler;Taman Babakan Ciparay;Jl. Babakan Ciparay;35;2017
Tegallega;327304;Bojongloa Kaler;Taman Babakan Tarogong;Jl. Babakan Tarogong;616;2017
Tegallega;327304;Bojongloa Kaler;Taman Sudirman/Jamika;Jl. Jamika;2866;2017
Tegallega;327304;Bojongloa Kaler;Taman RW.04 Kel. Kopo;-;80;2017
Karees;327316;Kiaracondong;Jalur Hijau Komplek Ruko;Jl. Kawaluyaan;12312;2017
Karees;327316;Kiaracondong;Jalur Hijau Bunderan Ruko;Jl. Kawaluyaan;8492;2017
Karees;327316;Kiaracondong;Jalur Hijau Bundaran Boulevard I;Jl. Kawaluyaan;1545;2017
Karees;327316;Kiaracondong;Jalur HijauTaman Boulevard 1;Jl. Kawaluyaan;488;2017
Karees;327316;Kiaracondong;Jalur HijauTaman Boulevard 2;Jl. Kawaluyaan;585;2017
Karees;327316;Kiaracondong;Jalur HijauTaman Boulevard 3;Jl. Kawaluyaan;5851;2017
Karees;327316;Kiaracondong;Jalur HijauTaman Boulevard 4;Jl. Kawaluyaan;329;2017
Karees;327316;Kiaracondong;Jalur HijauTaman Boulevard 5;Jl. Kawaluyaan;1899;2017
Karees;327316;Kiaracondong;Jalur Terusan Jl. Kiaracondong;Jl. Kawaluyaan;37905;2017
Karees;327316;Kiaracondong;Taman depan (GSB kiri dan GSB kanan);Jl. Kawaluyaan;23925;2017
Karees;327316;Kiaracondong;Taman 1;Jl. Kawaluyaan;5617;2017
Karees;327316;Kiaracondong;Taman 2;Jl. Kawaluyaan;5817;2017
Karees;327316;Kiaracondong;Taman 3;Jl. Kawaluyaan;544;2017
Karees;327316;Kiaracondong;Taman 4;Jl. Kawaluyaan;2387;2017
Karees;327316;Kiaracondong;Taman 5;Jl. Kawaluyaan;186378;2017
Karees;327316;Kiaracondong;Taman danLapangan tenis;Jl. Kawaluyaan;131378;2017
Karees;327316;Kiaracondong;Taman belakang;Jl. Kawaluyaan;88634;2017
Karees;327312;Batununggal;Taman Pulau Jalan Gatot Subroto/Laswi;Jl. Gatot Subroto;4284;2017
Karees;327312;Batununggal; Bak Bunga Gatot Subroto/Laswi;Jl. Gatot Subroto;846;2017
Karees;327312;Batununggal;Taman Kebon Waru I;Jl. Kebon Waru;19012;2017
Karees;327312;Batununggal;Taman Kebon Waru II;Jl. Kebon Waru;2342;2017
Karees;327312;Batununggal;Taman Anyer;Jl. Anyer;2814;2017
Karees;327312;Batununggal; Stadion Persib;Jl. A. Yani;2300505;2017
Karees;327312;Batununggal;Taman Salendro Timur;Jl. Salendro Timur;472;2017
Karees;327312;Batununggal;Taman Pulau Jalan Laswi;Jl. Laswi;2344;2017
Karees;327313;Lengkong;Taman Halaman Pendopo;Jl. Dalem Kaum;11000;2017
Karees;327313;Lengkong;Taman Gurame;Jl. Gurame;1975;2017
Karees;327313;Lengkong;Taman Karapitan UNLA;Jl. Karapitan;7672;2017
Karees;327313;Lengkong;Taman Lauk Emas;Jl. Lauk Emas;232;2017
Karees;327313;Lengkong;Taman Tawes;Jl. Tawes;4187;2017
Karees;327313;Lengkong;Taman Nilem;Jl. Nilem;1725;2017
Karees;327313;Lengkong;Lapangan Impun;Jl. Impun;6335;2017
Karees;327313;Lengkong;Taman Pulau Jalan Cikawao/Lengkong;Jl. Cikawao;60;2017
Karees;327313;Lengkong;Jalur Hijau Sadakeling;Jl. Sadakeling;2265;2017
Karees;327313;Lengkong;Taman Macan;Jl. Macan;1712;2017
Karees;327313;Lengkong;Taman Srigala;Jl. Srigala;2336;2017
Karees;327313;Lengkong;TamanLapangan Lembu;Jl. Lembu ;3412;2017
Karees;327313;Lengkong;TamanLapangan Kidang Dalam;Jl. Kidang;2240;2017
Karees;327313;Lengkong;TamanLapangan Terong;Jl. Terong;1350;2017
Karees;327313;Lengkong;Taman Deleg;Jl. Deleg;3125;2017
Karees;327313;Lengkong;Taman Palasari / Banteng I;Jl. Palasari;2093;2017
Karees;327313;Lengkong;Taman Palasari / Banteng II;Jl. Palasari;572;2017
Karees;327313;Lengkong;Taman Tugu Simpang Lima;Jl. Asia Afrika;23962;2017
Karees;327313;Lengkong;Taman Tank Baja Gatot Subroto;Jl. Gatot Subroto;722;2017
Karees;327313;Lengkong;Taman Burangrang BPI;Jl. Burangrang;1734;2017
Karees;327313;Lengkong;Taman Palasari/Malabar;Jl. Palasari;2784;2017
Karees;327313;Lengkong; Pulau Jalan Martanegara/Pelajar Pejuang;Jl. Martanegara;1284;2017
Karees;327313;Lengkong; Pulau Jalan Buah Batu/BKR;Jl. Buah Batu;198;2017
Karees;327313;Lengkong;Jalur Hijau Laswi;Jl. Laswi;2240;2017
Karees;327313;Lengkong;Jalur Hijau Pelajar Pejuang '45;Jl. Pelajar Pejuang '45;3410;2017
Karees;327313;Lengkong;Taman Malabar;Jl. Malabar;500768;2017
Karees;327313;Lengkong;Taman Burangrang/Emong;Jl. Burangrang;2806;2017
Karees;327313;Lengkong;Taman Burangrang/Wayang;Jl. Burangrang;841;2017
Karees;327313;Lengkong;Taman Putri;Jl. Putro;960;2017
Karees;327313;Lengkong;Taman Tampomas;Jl. Tampomas;210;2017
Karees;327313;Lengkong;Taman Windu;Jl. Windu;264;2017
Karees;327313;Lengkong;Taman Galunggung;Jl. Galunggung;288;2017
Karees;327313;Lengkong;Taman Palasari/Lodaya I;Jl. Palasari;5905;2017
Karees;327313;Lengkong;Taman Palasari/Lodaya II;Jl. Palasari;418;2017
Karees;327313;Lengkong;Taman Kangkung Kidul/Kaler;Jl. Kangkung Kidul;4848;2017
Karees;327313;Lengkong; Bak Bunga Ceremai;Jl. Ceremai;441;2017
Karees;327313;Lengkong;Taman Turangga;Jl. Turangga;328;2017
Karees;327313;Lengkong;Taman Durma;Jl. Durma;1581;2017
Karees;327313;Lengkong;Taman Simphony;Jl. Sinphony;17337;2017
Karees;327313;Lengkong;Taman Kliningan;Jl. Kliningan;1640;2017
Karees;327313;Lengkong;Lapang Saron;Jl. Saron;2350;2017
Karees;327311;Regol;Taman Patung Ikan;Jl. Lingkar Selatan;170;2017
Karees;327311;Regol;Taman Alun-alun Bandung;Jl. Asia Afrika;990405;2017
Karees;327311;Regol;Taman Moch. Toha - Ciateul;Jl. Moch. Toha;888;2017
Karees;327311;Regol;Taman Cilentah;Jl. Cilentah;16082;2017
Karees;327311;Regol;Taman Sawah Kurung;Jl. Sawah Kurung;18955;2017
Karees;327311;Regol;Taman Ciateul Tengah;Jl. Ciateul Tengah;894;2017
Karees;327311;Regol;Taman Pulau Jalan Moch. Toha/BKR;Jl. Moch. Toha;3594;2017
Karees;327311;Regol;Taman Moch. Toha batas;Jl. Moch. Toha;772;2017
Karees;327311;Regol;Taman Pulau Jalan Patung Ikan;Jl. BKR;54774;2017
Karees;327311;Regol;Jalur Hijau BKR;Jl. BKR;3410;2017
Karees;327311;Regol;Taman Sriwijaya;Jl. Sriwijaya;37523;2017
Karees;327311;Regol;TamanLapang Tegallega;Jl. Otista;19001102;2017
Karees;327311;Regol;Taman Ciateul;Jl. Ciateul ;;2017
Karees;327311;Regol;Taman RW.09 Kel. Ciateul;Jl. Ciateul ;100;2017
Karees;327311;Regol;Taman RW.12 Kel. Cigereleng;-;200;2017
Ujungberung;327320;Antapani;Taman Jatiwangi Blok 26;Jl. Jatiwangi 10;237;2017
Ujungberung;327320;Antapani;Taman Terusan Jalan Jakarta;Jl. Terusan Jakarta Barat;343;2017
Ujungberung;327320;Antapani;Taman Rengasdenglok;Jl. Rengasdenglok II/IV;988;2017
Ujungberung;327320;Antapani;Taman Subang Blok 5;Jl. Subang;1826;2017
Ujungberung;327320;Antapani;Taman Kadipaten-Cicalengka;Jl. Kadipaten IX;887;2017
Ujungberung;327320;Antapani;Taman Purwakarta-Kadipaten;Jl. Purwakarta;1563;2017
Ujungberung;327320;Antapani;Taman Kuningan Blok 20;Jl. Kuningan 6-8;252;2017
Ujungberung;327320;Antapani;Taman Kadipaten Blok 12;Jl. Kadipaten 5;237;2017
Ujungberung;327320;Antapani;Taman Jatiwangi;Jl. Jatiwangi;1256;2017
Ujungberung;327320;Antapani;Taman Cikampek;Jl. CikampekBlok 9;624;2017
Ujungberung;327320;Antapani;Taman Batu Tulis;Jl. Batu Tulis;2614;2017
Ujungberung;327320;Antapani;Taman Karang Asem;Jl. Tabanan-Karang Asem;1438;2017
Ujungberung;327320;Antapani;Taman Sragen-Klaten;Jl. Sragen-Klaten;489;2017
Ujungberung;327320;Antapani;Taman Purworejo;Jl. Purworejo-Kebumen;1010;2017
Ujungberung;327320;Antapani;Taman Pekalongan;Jl. Pekalongan;969;2017
Ujungberung;327320;Antapani;Taman Jayapura;Jl. Jayapura-Manokwari;1104;2017
Ujungberung;327320;Antapani;Taman Batu Wangi-Sindang Kasih;Jl. Sindangkasih;1098;2017
Ujungberung;327320;Antapani;Taman Atambua;Jl. Atambua;664;2017
Ujungberung;327320;Antapani;Taman Larantuka;Jl. Larantuka;1492;2017
Ujungberung;327320;Antapani;TamanJalur Pratista Utama;Jl. Pratista Utama;889;2017
Ujungberung;327320;Antapani;Taman Pratista Raya;Jl. Pratista Raya;3489;2017
Ujungberung;327320;Antapani;Taman Blok D-39;-;10432;2017
Ujungberung;327320;Antapani;Taman Pratista Barat I;Jl. Pratista Barat I;51;2017
Ujungberung;327320;Antapani;Taman Pratista Barat II;Jl. Pratista Barat II;113;2017
Ujungberung;327320;Antapani;Taman Pranaya 1;Jl. Antapani-Soekarno Hatta;89;2017
Ujungberung;327320;Antapani;Taman Gerbang Pranaya;Jl. Pintu Gerbang;4923;2017
Ujungberung;327320;Antapani;Taman Pranaya 2;Jl. Raya Pranaya;170;2017
Ujungberung;327320;Antapani;Taman Bougenville;Komplek Perumahan Bougenville;4746;2017
Ujungberung;327324;Arcamanik;Taman Gantole;Jl. Gantole;19289;2017
Ujungberung;327324;Arcamanik;Taman Dirgantara;Jl. Dirgantara;32122;2017
Ujungberung;327324;Arcamanik;Taman Aeromodeling;Jl. Aeromedelling;816;2017
Ujungberung;327324;Arcamanik;Taman Golf Barat 2 A;Jl. Golf Barat II;83991;2017
Ujungberung;327324;Arcamanik;Taman Polo Air;Jl. Ters. Tenis-Polo Air;32832;2017
Ujungberung;327324;Arcamanik;Taman Golf Barat 2 B;Jl. Golf Barat II;212;2017
Ujungberung;327324;Arcamanik;Taman Gantole-Dirgantara;Jl. Gantole-Dirgantara;75;2017
Ujungberung;327324;Arcamanik;TamanLapangan Pacuan Kuda;-;665000;2017
Ujungberung;327324;Arcamanik;Taman Golf Barat XIII;Jl. Golf Barat XIII;940;2017
Ujungberung;327324;Arcamanik;Taman Hocky;Jl. Hocky-Sepakbola;442;2017
Ujungberung;327324;Arcamanik;Taman Terbang Layang I;Jl. Terbang Layang I;1338;2017
Ujungberung;327324;Arcamanik;Taman Taekondo-Kempo;Jl. Taekwondo-Kempo;396;2017
Ujungberung;327324;Arcamanik;Taman Ski Air;Jl. Ski Air-Layar;713978;2017
Ujungberung;327324;Arcamanik;Taman Bulu Tangkis;Jl. Atlet-Bowling-Bulutangkis;69;2017
Ujungberung;327324;Arcamanik;Taman Golf Barat 2 C;Jl. Golf Barat II;325;2017
Ujungberung;327324;Arcamanik;Taman Terbang Layang II;Jl. Terang Layang;37546;2017
Ujungberung;327324;Arcamanik;Taman Bowling;Jl. Bowling-Loncat Indah;73212;2017
Ujungberung;327324;Arcamanik;Taman Sudut Arcamanik;Jl. Raya Ujung Berung-Arcamanik;28644;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik I;-;374;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik II;-;74033;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik III;-;81005;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik IV;-;660;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik V;-;616;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik VII;-;44006;2017
Ujungberung;327324;Arcamanik;Taman Arcamanik XVIII;-;59961;2017
Ujungberung;327324;Arcamanik;Taman Balon Udara;Jl. Balon Udara;242;2017
Ujungberung;327324;Arcamanik;Taman Aeromodeling III;Jl. Aeromedelling III;185;2017
Ujungberung;327324;Arcamanik;Taman Aeromodeling IV;Jl. Aeromedelling IV;338;2017
Ujungberung;327324;Arcamanik;Taman Dirgantara;Jl. Dirgantara;315;2017
Ujungberung;327324;Arcamanik;Taman Tenis;Jl. Tenis;390;2017
Ujungberung;327324;Arcamanik;Taman Ice Skating I;Jl. Ice Skating;312;2017
Ujungberung;327324;Arcamanik;Taman Ice Skating I;Jl. Ice Skating;325;2017
Ujungberung;327324;Arcamanik;Taman Terjun Tendom;Jl. Terjun Tendom;208;2017
Ujungberung;327324;Arcamanik;Taman RW. 09 Komp. Guruminda Kel. Cisaranten Kulon;Jl. Cisaranten Kulon;170;2017
Ujungberung;327324;Arcamanik;Taman RW Jl. Cicukang Kel. Cisaranten Bina Harapan;Jl. Cicukang;200;2017
Ujungberung;327330;Mandalajati;Taman Median Jalan;Komplek Tamansari Bukit Bandung;400;2017
Ujungberung;327330;Mandalajati;Taman Median Depan Ruko;Komplek Tamansari Bukit Bandung;150;2017
Ujungberung;327330;Mandalajati;Taman Median Blok I A;Komplek Tamansari Bukit Bandung;171;2017
Ujungberung;327330;Mandalajati;Taman Median Blok I;Komplek Tamansari Bukit Bandung;79;2017
Ujungberung;327330;Mandalajati;Taman Median Blok II;Komplek Tamansari Bukit Bandung;212;2017
Ujungberung;327330;Mandalajati;Taman Median Blok III;Komplek Tamansari Bukit Bandung;79;2017
Ujungberung;327330;Mandalajati;Taman Median Blok V (Bunderan);Komplek Tamansari Bukit Bandung;5;2017
Ujungberung;327330;Mandalajati;Taman Median Blok VI;Komplek Tamansari Bukit Bandung;20;2017
Ujungberung;327330;Mandalajati;Taman Median Blok VII;Komplek Tamansari Bukit Bandung;21;2017
Ujungberung;327330;Mandalajati;Taman Median Blok VIII;Komplek Tamansari Bukit Bandung;141;2017
Ujungberung;327330;Mandalajati;Taman Median Blok IX;Komplek Tamansari Bukit Bandung;30;2017
Ujungberung;327330;Mandalajati;Jalur Hijau Blok XI;Komplek Tamansari Bukit Bandung;362;2017
Ujungberung;327330;Mandalajati;Jalur Hijau Blok XIV;Komplek Tamansari Bukit Bandung;350;2017
Ujungberung;327330;Mandalajati;Jalur Hijau Blok XV;Komplek Tamansari Bukit Bandung;274;2017
Ujungberung;327330;Mandalajati;Taman Terasering Blok ID;Komplek Tamansari Bukit Bandung;1913;2017
Ujungberung;327330;Mandalajati;Taman Terasering Blok II;Komplek Tamansari Bukit Bandung;444;2017
Ujungberung;327330;Mandalajati;Taman Sisi Kanan-Kiri Saluran Induk;Komplek Tamansari Bukit Bandung;798;2017
Ujungberung;327330;Mandalajati;Jalur Hijau Sebelah SelatanLapangan Tenis;Komplek Tamansari Bukit Bandung;600;2017
Ujungberung;327330;Mandalajati;Taman Eks TPA Pasir Impun;Jl. Ujung Berung;44600;2017
Ujungberung;327330;Mandalajati;Taman Eks TPA Cicabe;Jl. Ujung Berung;4180357;2017
Ujungberung;327330;Mandalajati;Taman RW Depan Kantor Kel. Sindanglaya;-;150;2017
Ujungberung;327326;Ujungberung;Taman Sukup Baru;Jl. Sukup Baru;458;2017
Ujungberung;327326;Ujungberung;Taman Sukup;Jl. Sukup;81;2017
Ujungberung;327326;Ujungberung;Taman Lap. Ujug Berung/Alun-alun;Jl. Ujung Berung;5089;2017
Ujungberung;327326;Ujungberung;Taman Ujung Berung Indah 1;Komplek Ujung Berung ;982;2017
Ujungberung;327326;Ujungberung;Taman Ujung Berung Indah 2;Jl. Depan TK;250;2017
Ujungberung;327326;Ujungberung;Taman Ujung Berung Indah 3;Jl. Bunderan;59;2017
Ujungberung;327326;Ujungberung;Taman Ujung Berung Indah 4;Jl. Pintu MasukKomplek;148;2017
Ujungberung;327326;Ujungberung;Taman RT.03 RW.05 Komp. Mayang Ligar Kel. Pasir Endah;-;200;2017
Ujungberung;327326;Ujungberung;Taman RW.13 Kel. Pasir Jati;-;140;2017
Ujungberung;327328;Panyileukan;TamanLapangan Blok J; LapanganBlok J/H Perumahan Bumi Panyileukan;1056;2017
Ujungberung;327328;Panyileukan;TamanLapangan Blok H; LapanganBlok J/H Perumahan Bumi Panyileukan;14;2017
Ujungberung;327328;Panyileukan;Taman Blok J;Blok J/H Perumahan Bumi Panyileukan;1005;2017
Ujungberung;327328;Panyileukan;Taman Blok G-I;Blok G.16 Perumahan Bumi Panyileukan;4477;2017
Ujungberung;327328;Panyileukan;Taman Blok G-II;Blok G.5 Perumahan Bumi Panyileukan;39324;2017
Ujungberung;327328;Panyileukan;Taman Blok H;Blok H.2 Perumahan Bumi Panyileukan;67595;2017
Ujungberung;327328;Panyileukan;Taman Blok P-I;Blok P.2 Perumahan Bumi Panyileukan;784;2017
Ujungberung;327328;Panyileukan;Taman Blok P-II;Blok P.2 Perumahan Bumi Panyileukan;667;2017
Ujungberung;327328;Panyileukan;Taman Blok N;Blok N1 dan N2 Perumahan Bumi Panyileukan;5655;2017
Ujungberung;327328;Panyileukan;Taman Blok R-I;Blok R 1 Perumahan Bumi Panyileukan;675;2017
Ujungberung;327328;Panyileukan;Taman Blok R-II;Blok R 2 Perumahan Bumi Panyileukan;39;2017
Ujungberung;327328;Panyileukan;Taman Blok Q;Blok Q 3 Perumahan Bumi Panyileukan;515;2017
Ujungberung;327328;Panyileukan;Jalur Hijau N-R;Blok N-R Perumahan Bumi Panyileukan;1309;2017
Ujungberung;327328;Panyileukan;Taman Blok N;Blok N-R Perumahan Bumi Panyileukan;3225;2017
Ujungberung;327328;Panyileukan;Taman Blok K;Blok K-M Perumahan Bumi Panyileukan;540;2017
Ujungberung;327328;Panyileukan;Jalur Hijau L-I 10;-;2387;2017
Ujungberung;327328;Panyileukan;Taman Blok L;Blok L.16 Perumahan Bumi Panyileukan;1214;2017
Ujungberung;327328;Panyileukan;Taman Blok F;Blok F.14-15 Perumahan Bumi Panyileukan;94085;2017
Ujungberung;327328;Panyileukan;Jalur Hijau Blok F;-;4005;2017
Ujungberung;327328;Panyileukan;TamanLapangan Olahraga Blok E;Blok E Lap OR Perumahan Bumi Panyileukan;897;2017
Ujungberung;327328;Panyileukan;Taman Blok E;Blok E-F Perumahan Bumi Panyileukan;30;2017
Ujungberung;327328;Panyileukan;Taman Blok F-G;Blok F-G Perumahan Bumi Panyileukan;782;2017
Ujungberung;327328;Panyileukan;Taman Blok F;Blok F Perumahan Bumi Panyileukan;240;2017
Ujungberung;327328;Panyileukan;Taman Blok C;Blok C.1 Perumahan Bumi Panyileukan;105;2017
Ujungberung;327328;Panyileukan;Jalur Hijau Blok C;-;1840;2017
Ujungberung;327328;Panyileukan;Taman Blok A;Blok A Perumahan Bumi Panyileukan;216;2017
Ujungberung;327328;Panyileukan;Jalur Hijau Blok A I;Blok A Perumahan Bumi Panyileukan;9438;2017
Ujungberung;327328;Panyileukan;Jalur Hijau Blok A II;Blok A Perumahan Bumi Panyileukan;608;2017
Ujungberung;327328;Panyileukan;Taman Blok B;Blok B Perumahan Bumi Panyileukan;80;2017
Ujungberung;327328;Panyileukan;Taman Blok A1-I;Blok A1 Perumahan Bumi Panyileukan;9656;2017
Ujungberung;327328;Panyileukan;Taman Blok A1-II;Blok A1 Perumahan Bumi Panyileukan;225;2017
Ujungberung;327328;Panyileukan;Taman Blok A;Blok A Perumahan Bumi Panyileukan;3675;2017
Ujungberung;327328;Panyileukan;TamanLapangan Olahraga Blok E;Blok E.3 Lap OR Perumahan Bumi Panyileukan;550;2017
Ujungberung;327328;Panyileukan;Taman Blok E-G (I);Blok E-G Perumahan Bumi Panyileukan;765;2017
Ujungberung;327328;Panyileukan;Taman Blok E-G (II);Blok E-G Perumahan Bumi Panyileukan;120;2017
Ujungberung;327328;Panyileukan;Taman Blok Citra AB;Blok Citra AB Perumahan Bumi Panyileukan;10925;2017
Ujungberung;327328;Panyileukan;Taman Blok Citra;Blok Citra Perumahan Bumi Panyileukan;392;2017
Ujungberung;327328;Panyileukan;Taman Cijambe Indah;Jl.Wijaya Kusuma II;656;2017
Ujungberung;327328;Panyileukan;Taman Pamekar;Jl. Pamekar Timur II;327;2017
Ujungberung;327328;Panyileukan;Taman Mekar Resik;Jl. Mekar Resik;305;2017
Ujungberung;327328;Panyileukan;Taman Pamekar Barat;Jl. Pamekar Raya;320;2017
Ujungberung;327328;Panyileukan;Taman Pamekar Timur;Jl. Pamekar Raya;455;2017
Ujungberung;327328;Panyileukan;Taman Panyawangan;Jl. Panyawangan 1;26;2017
Ujungberung;327328;Panyileukan;Taman Mekar Sugih;Jl. Mekar Sugih;400;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan;Jl.Blok K, L, M;395934;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 1;Jl.Blok A;31844;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 2;Jl. Utama H, I, J;149495;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 3;Jl. RayaBlok A-B;497;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 4;Jl.Blok C;2431;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 6;Jl.Blok A, B depan masjid;380;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 7;Jl.Blok E, F, G;41389;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 8;Jl.Blok P, Q, N, R;3747;2017
Ujungberung;327328;Panyileukan;Taman Panyileukan 9;Jl.Blok Citra;392;2017
Ujungberung;327325;Cibiru;Taman Pulau Jalan Cibiru I;Jl. Soekarno Hatta;676;2017
Ujungberung;327325;Cibiru;Taman Pulau Jalan Cibiru II;Jl. Soekarno Hatta;1438;2017
Ujungberung;327325;Cibiru;Taman Pulau Jalan Cibiru III;Jl. Soekarno Hatta;1965;2017
Ujungberung;327325;Cibiru;Taman Pulau Jalan Cibiru IV;Jl. Soekarno Hatta;325;2017
Ujungberung;327325;Cibiru;Taman Pulau Jalan Cibiru V;Jl. Soekarno Hatta;693;2017
Ujungberung;327325;Cibiru;TamanJalur Cibiru ;Jl. Soekarno Hatta;3312;2017
Ujungberung;327325;Cibiru;Taman RW.03 Kel. Cisurupan;-;140;2017
Ujungberung;327325;Cibiru;Taman RW.05 Kel. Palasari;-;120;2017
Gedebage;327322;Buahbatu;Taman di Jl. Bunga Bakung RW. 07 Kel Cijawura;Jl. Jupiter Utama;150;2017
Gedebage;327322;Buahbatu;Taman Jupiter Utama;Jl. Jupiter Utama;92;2017
Gedebage;327322;Buahbatu;Taman Blok D II a;Jl. Jupiter Utama;670;2017
Gedebage;327322;Buahbatu;Taman Blok D II b;Jl. Jupiter Utama;60;2017
Gedebage;327322;Buahbatu;Taman Blok D II c;Jl. Jupiter Utama;948;2017
Gedebage;327322;Buahbatu;Taman Blok D II d;Jl. Jupiter Utama;649;2017
Gedebage;327322;Buahbatu;Taman Blok E II;Jl. Jupiter Utama;1539;2017
Gedebage;327322;Buahbatu;Taman Blok D II e;Jl. Jupiter Utama;80;2017
Gedebage;327322;Buahbatu;Taman Blok D II f;Jl. Jupiter Utama;190;2017
Gedebage;327322;Buahbatu;Taman Blok D II g;Jl. Jupiter Utama;437;2017
Gedebage;327322;Buahbatu;Taman Blok D II h;Jl. Jupiter Utama;413;2017
Gedebage;327322;Buahbatu;Taman Blok D II i;Jl. Jupiter Utama;902;2017
Gedebage;327322;Buahbatu;Taman Blok D II j;Jl. Jupiter Utama;456;2017
Gedebage;327322;Buahbatu;Taman Blok U;Jl. Jupiter Utama;236;2017
Gedebage;327322;Buahbatu;Taman Blok Z a;Jl. Ciwastra;460;2017
Gedebage;327322;Buahbatu;Taman Blok B a;Jl. Ciwastra;349;2017
Gedebage;327322;Buahbatu;Taman Blok A dan B;Jl. Pluto Raya;1499;2017
Gedebage;327322;Buahbatu;Taman Blok B b;Jl. Saturnus III;900;2017
Gedebage;327322;Buahbatu;Taman Blok K;Jl. Pluto Utara I;3879;2017
Gedebage;327322;Buahbatu;Taman Sarinah Blok G;Jl. Tata Surya;476;2017
Gedebage;327322;Buahbatu;Taman Blok Q a;Jl. Mercury Selatan XI;1637;2017
Gedebage;327322;Buahbatu;Taman Blok Q b;Jl. Mercury Selatan VIII;648;2017
Gedebage;327322;Buahbatu;Taman Blok Q c;Jl. Saturnus Utara VII;408;2017
Gedebage;327322;Buahbatu;Taman Blok N;Jl. Saturnus Ujung IV/II;600;2017
Gedebage;327322;Buahbatu;Taman Blok S a;Jl. Saturnus Timur X;70646;2017
Gedebage;327322;Buahbatu;Taman Blok S b;Jl. Saturnus Raya depan No. 22;680;2017
Gedebage;327322;Buahbatu;Taman Blok R a;Jl. Saturnus Utara XII;101022;2017
Gedebage;327322;Buahbatu;Taman Blok R b;Jl. Saturnus Utara/Mars;32064;2017
Gedebage;327322;Buahbatu;Taman Blok R/O;Jl. Mars Selatan II dan III;93855;2017
Gedebage;327322;Buahbatu;Taman Blok P;Jl. Mars Barat II/III;1486;2017
Gedebage;327322;Buahbatu;Taman Blok P a;Jl. Mars Timur IV/V;37649;2017
Gedebage;327322;Buahbatu;Taman Blok P b;Jl. Mars Selatan  XVI;29811;2017
Gedebage;327322;Buahbatu;Taman Blok O;-;14723;2017
Gedebage;327322;Buahbatu;Taman Blok W;Jl. Mars Barat VIII;980;2017
Gedebage;327322;Buahbatu;Taman Blok P c;Jl. Mars Utara II;800;2017
Gedebage;327322;Buahbatu;Taman Blok Y a;Jl. Rancabolang;1182;2017
Gedebage;327322;Buahbatu;Taman Rancabolang;-;1175;2017
Gedebage;327323;Rancasari;Taman Metro Estate a;Jl. Venus Timur Raya/Mesjid;3590;2017
Gedebage;327323;Rancasari;Taman Metro Estate b;Jl. Venus Barat IV depan No.15;612;2017
Gedebage;327323;Rancasari;Taman Metro Estate c;Jl. Venus Barat VII depan No.8;462;2017
Gedebage;327323;Rancasari;Taman Metro Estate d;Jl. Venus Barat VII dep. 384;495;2017
Gedebage;327323;Rancasari;Taman Metro Estate e;Jl. Venus Timur VI dan I;495;2017
Gedebage;327323;Rancasari;Taman Metro Estate f;Jl. Venus Barat II;446;2017
Gedebage;327323;Rancasari;Taman Metro Estate g;Jl. Venus Timur I dan II;446;2017
Gedebage;327323;Rancasari;Taman Metro Estate h;Jl. Venus Raya;894;2017
Gedebage;327323;Rancasari;Taman Metro Estate i;Jl. Venus Barat VI;128;2017
Gedebage;327323;Rancasari;Taman Metro Estate j;Jl. Venus Raya;678;2017
Gedebage;327323;Rancasari;Taman Metro Estate l;Jl. Venus Timur Raya;90;2017
Gedebage;327323;Rancasari;Taman Metro Estate m;Jl. Venus Raya;604;2017
Gedebage;327323;Rancasari;Taman Metro Estate n;Jl. Venus Barat IX;450;2017
Gedebage;327323;Rancasari;Taman Metro Estate o;Jl. Venus Raya/Minimarket;518;2017
Gedebage;327323;Rancasari; Taman Blok Q2 a;Jl. Yupiter Tengah IV;1106;2017
Gedebage;327323;Rancasari; Taman Blok Q2 b;Jl. Meteor Barat;567;2017
