Wilayah;Kode Kecamatan;Kecamatan;NamaTaman;Alamat;Luas (m2);Data Tahun
Bojonegara;327306;Cicendo;Taman Arjuna/Pendawa;Jl. Arjuna;3414;2017
Bojonegara;327306;Cicendo;Taman Lesmana;Jl. Lesmana;1844;2017
Bojonegara;327306;Cicendo;Taman Pandu Gereja;Jl. Pandu;988;2017
Bojonegara;327306;Cicendo;Lap. Kembar Empat;Jl. Muhamad;4488;2017
Bojonegara;327306;Cicendo;Taman GOR Padjadjaran;Jl. Pajajaran;574507;2017
Bojonegara;327306;Cicendo;Taman Bima/Kresna;Jl. Bima;11745;2017
Bojonegara;327306;Cicendo;Taman Bima;Jl. Bima;555;2017
Bojonegara;327306;Cicendo;Taman Pendawa;Jl. Pendawa/Kresna;386174;2017
Bojonegara;327306;Cicendo;Taman Bunderan Arjuna;Jl. Arjuna;225;2017
Bojonegara;327306;Cicendo;Lapangan Jatayu;Jl. Supadio;46665;2017
Bojonegara;327306;Cicendo;TamanLapangan Olah Raga Mahmud;Jl. Mahmud;5330;2017
Bojonegara;327306;Cicendo;Taman Brounsweigh;Jl. Wastukancana;49025;2017
Bojonegara;327306;Cicendo;Taman Dr. Hatta;Jl. Hatta;280807;2017
Bojonegara;327305;Andir;Taman Waringin;Jl. Waringin;1981;2017
Bojonegara;327305;Andir;Taman Rajawali/Arjuna;Jl. Rajawali;376;2017
Bojonegara;327305;Andir;Jalur Sudirman;Jl. Sudirman;315802;2017
Bojonegara;327305;Andir;TPJ Sudirman - Rajawali;Jl. Sudirman;82554;2017
Bojonegara;327305;Andir;Bunderan Sudirman;Jl. Sudirman;735;2017
Bojonegara;327305;Andir;Jalur Garuda Barat;Jl. Garuda;2405;2017
Bojonegara;327305;Andir;Jalur Elang;Jl. Elang;139567;2017
Bojonegara;327305;Andir;Taman Cimindi;Jl. Cimindi;155721;2017
Bojonegara;327305;Andir;Taman Yaplun;Jl. Yaplun;118496;2017
Bojonegara;327305;Andir;Taman Sudut Rajawali;Jl. Rajawali;66635;2017
Bojonegara;327305;Andir;Lapang Elang;Jl. Elang II;10306;2017
Bojonegara;327305;Andir;Bak Bunga Andir I;Jl. Garuda;10499;2017
Bojonegara;327305;Andir;Bak Bunga Andir II;Jl. Garuda;180;2017
Bojonegara;327305;Andir;Jalur Garuda Timur;Jl. Garuda;296813;2017
Bojonegara;327305;Andir;Taman Babatan;Jl. Pasar Babatan;1830721;2017
Bojonegara;327305;Andir;Taman RW. 04 Kel. Dungucariang;-;110;2017
Bojonegara;327305;Andir;Taman RW. 09 Kel. Kebun Jeruk;-;130;2017
Bojonegara;327305;Andir;Taman RW. Belakang Kantor Kel. Maleber;-;210;2017
Cibeunying;327308;Cidadap;Taman Ciumbuleuit 1;Jl. Ciumbuleuit;785;2017
Cibeunying;327308;Cidadap;Taman Hegarmanah Tugu;Jl. Hegarmanah;5876;2017
Cibeunying;327308;Cidadap;Taman Hegarmanah Tengah;Jl. Hegarmanah;70;2017
Cibeunying;327308;Cidadap;Taman Ciumbuleuit 2 (Taman Kolam);Jl. Kolam;5120;2017
Cibeunying;327308;Cidadap;Taman Rancabentang;Jl. Rancabentang;219898;2017
Cibeunying;327308;Cidadap;Taman HegarmanahLapang Volli;Jl. Hegarmanah;1576;2017
Cibeunying;327308;Cidadap;Taman Sanirosa;Jl. Sanirosa;135;2017
Cibeunying;327308;Cidadap;Taman Hegarmanah;Jl. Hegarmanah;900;2017
Cibeunying;327302;Coblong;Bak Bunga Pot Simpang;Jl. Simpang;34;2017
Cibeunying;327302;Coblong;Taman Dipatiukur;Jl. Dipatiukur;5565;2017
Cibeunying;327302;Coblong;Jalur Dago;Jl. Dago;2156;2017
Cibeunying;327302;Coblong;Taman Keluarga Berencana;Jl. Setiabudhi -Jl. Cihampelas;410;2017
Cibeunying;327302;Coblong;Taman Siliwangi/Sangkuriang;Jl. Siliwangi;594;2017
Cibeunying;327302;Coblong;Taman Cihampelas/Setiabudi (Kel. Sejahtera);Jl. Cihampelas;365;2017
Cibeunying;327302;Coblong;Taman Siliwangi/Sumur Bandung;Jl. Siliwangi;1855;2017
Cibeunying;327302;Coblong;Taman Ganesha;Jl. Ganesa;9612;2017
Cibeunying;327302;Coblong;Taman Bapak Husen;Jl. Cipaganti ;639;2017
Cibeunying;327302;Coblong;Bak Bunga Bbk. Siliwangi;Jl. Bbk. Siliwangi;1346;2017
Cibeunying;327302;Coblong;Jalur Siliwangi;Jl. Siliwangi;15012;2017
Cibeunying;327302;Coblong;Taman JL. Teuku Umar;Jl. Teuku Umar;3614;2017
Cibeunying;327302;Coblong;Taman Dayang Sumbi/Tamansari;Jl. Dayang Sumbi;7546;2017
Cibeunying;327302;Coblong;Taman Gelap Nyawang;Jl. Gelap Nyawang;16564;2017
Cibeunying;327302;Coblong;Taman Dago Atas;Jl. Dago Atas;2760;2017
Cibeunying;327302;Coblong;Kebun Binatang;Jl. Taman Sari;3587467;2017
Cibeunying;327302;Coblong;Lapang Lebak Siliwangi;Jl. Taman Sari;7156813;2017
Cibeunying;327302;Coblong;Taman Hewan;Jl. Taman Sari;2456;2017
Cibeunying;327302;Coblong;Tm. Pulau Jl.Tamansari-Sumur Bandung;Jl. Taman Sari -Jl. Sumur Bandung;24474;2017
Cibeunying;327302;Coblong;Jalur Setiabudi - Cihampelas;Jl. Cihampelas;965;2017
Cibeunying;327302;Coblong;Taman Siliwangi ; Ir. H. Juanda (simpang);81;2017
Cibeunying;327302;Coblong;Taman Tilil;Jl. Puter, Dederuk, Tikukur, Puyuh;242206;2017
Cibeunying;327302;Coblong;Taman Eks SPBU Cikapayang;Jl. Ir. H. Djuanda;2490;2017
Cibeunying;327302;Coblong;Taman Pulau Jalan Ir. H. DJuanda;Jl. Ir. H. Djuanda;32;2017
Cibeunying;327302;Coblong;Taman Pulau JalanTamansari ;Jl. Tamansari;36;2017
Cibeunying;327302;Coblong;Taman Perumnas ;Jl. Sadang serang;45;2017
Cibeunying;327302;Coblong;TamanJalur Gelap Nyawang;Jl. Gelap Nyawang;44;2017
Cibeunying;327302;Coblong;Taman Babakan Siliwangi;Jl. Siliwangi;23052;2017
Cibeunying;327302;Coblong;Bak Bunga Jalan Pasupati; Jembatan Pasupati;350;2017
Cibeunying;327302;Coblong;Taman Pulau Jalan Pasupati;Jl. Ir. H. Djuanda,Jl. Tamansari,Jl. Cikapayang;384;2017
Cibeunying;327302;Coblong;Taman Monumen Perjuangan Rakyat Jabar;Jl. Dipatiukur,Jl. Suci;83100;2017
Cibeunying;327302;Coblong;Taman Bagusrangin;Jl. Bagusrangin;1560;2017
Cibeunying;327302;Coblong;Taman Panatayuda;Jl. Panatayuda;2387;2017
Cibeunying;327302;Coblong;Taman Singaperbangsa;Jl. Dipati Ukur;800;2017
Cibeunying;327302;Coblong;Taman Hasanudin;Jl. Dipati Ukur;3400;2017
Cibeunying;327302;Coblong;Taman Tubagus Ismail;Jl. Tubagus Ismail;86;2017
Cibeunying;327302;Coblong;Taman Puskesmas Kebonlega;Jl. Kebonlega;800;2017
Cibeunying;327309;Bandung Wetan;Taman Jl. Diponegoro - Jl. Trunojoyo;Jl. Diponegoro -Jl. Trunojoyo;70918;2017
Cibeunying;327309;Bandung Wetan;Taman Nyland;Jl. Nyland;78375;2017
Cibeunying;327309;Bandung Wetan;Taman Waska/Tamansari;Jl. Waska;8149;2017
Cibeunying;327309;Bandung Wetan;Taman Waska/Purnawarman (Texas);Jl. Wastukancana;1449;2017
Cibeunying;327309;Bandung Wetan;Taman Waska/Pajajaran (Macan);Jl. Wastukancana;1275;2017
Cibeunying;327309;Bandung Wetan;Taman Depan Galeria BIP Sumatera/Sulawesi;Jl. Sumatera;2009;2017
Cibeunying;327309;Bandung Wetan;Taman Waska Panglima;Jl. Wastukancana;1374;2017
Cibeunying;327309;Bandung Wetan;Taman Wastukancana/Tamansari;Jl. Tamansari;280;2017
Cibeunying;327309;Bandung Wetan;Taman Kodya;Jl. Wastukencana / Balaikota;1396589;2017
Cibeunying;327309;Bandung Wetan;Taman Viaduct (Pelajar Pejuang dan Laskar Wanita);Jl. Stasiun Timur;255045;2017
Cibeunying;327309;Bandung Wetan;Taman Seram;Jl. Seram;951123;2017
Cibeunying;327309;Bandung Wetan;GOR Saparua;Jl. Ambon;44300;2017
Cibeunying;327309;Bandung Wetan;Taman Lalu Lintas;Jl. Sumatera;4560087;2017
Cibeunying;327309;Bandung Wetan;Stadion Siliwangi;Jl. Lombok;6057687;2017
Cibeunying;327309;Bandung Wetan;Taman Gedung Sate;Jl. Diponegoro/Gedung Sate;16605;2017
Cibeunying;327309;Bandung Wetan;Taman PKK;Jl. Cibeunying Utara;28937;2017
Cibeunying;327309;Bandung Wetan;Taman Cibeunying Bank NISP;Jl. Cibeunying;68825;2017
Cibeunying;327309;Bandung Wetan;Jalur Hijau Jalan Ciliwung;Jl. Ciliwung;936;2017
Cibeunying;327309;Bandung Wetan;Jalur Hijau Jalan Citarum;Jl. Citarum;43666;2017
Cibeunying;327309;Bandung Wetan;Taman Citarum;Jl. Citarum;110267;2017
Cibeunying;327309;Bandung Wetan;Taman DKK Supratman;Jl. Supratman;2645;2017
Cibeunying;327309;Bandung Wetan;Taman Trunojoyo;Jl. Trunojoyo;85056;2017
Cibeunying;327309;Bandung Wetan;Taman Cilaki Atas;Jl. Cilaki Atas;16620;2017
Cibeunying;327309;Bandung Wetan;Taman Cilaki Tengah;Jl. Cilaki;6487;2017
Cibeunying;327309;Bandung Wetan;Taman Cilaki Bawah I dan II;Jl. Cilaki;9753;2017
Cibeunying;327309;Bandung Wetan;Taman Cilaki;Jl. Cilaki;8935;2017
Cibeunying;327309;Bandung Wetan;Taman Progo;Jl. Progo;172;2017
Cibeunying;327309;Bandung Wetan;Taman Gempol;Jl. Gempol;12455;2017
Cibeunying;327309;Bandung Wetan;Taman Anggrek/Bengawan (Taman Super Hero) ;Jl. Anggrek;1425;2017
Cibeunying;327309;Bandung Wetan;Taman Pramuka;Jl. R.E. Martadinata;1384534;2017
Cibeunying;327309;Bandung Wetan;Lapang Gasibu;Jl. Gasibu;25962;2017
Cibeunying;327309;Bandung Wetan;Jalur Prabudimuntur/Surapati;Jl. Prabudimuntur;3600;2017
Cibeunying;327309;Bandung Wetan;Taman Wira Angun-angun;Jl. Wira Angun-angun;918;2017
Cibeunying;327309;Bandung Wetan;Lapang Supratman;Jl. Supratman;907275;2017
Cibeunying;327309;Bandung Wetan;Taman Cipunagara;Jl. Cipunagara;688;2017
Cibeunying;327309;Bandung Wetan;Taman Salam Puskesmas;Jl. Salam;635;2017
Cibeunying;327309;Bandung Wetan;Taman Rasamala;Jl. Rasamala;75699;2017
Cibeunying;327309;Bandung Wetan;TamanLapang salam;Jl. Salam;1685;2017
Cibeunying;327309;Bandung Wetan;Taman Cendana;Jl. Cendana;39247;2017
Cibeunying;327309;Bandung Wetan; Pulau Jalan Sentot;Jl. Sentot;1604;2017
Cibeunying;327309;Bandung Wetan;Taman Rangga Malela;Jl. Rangga Malela;9209;2017
Cibeunying;327309;Bandung Wetan; Pulau JalanTamansari/UNISBA;Jl. Tamansari;1271;2017
Cibeunying;327309;Bandung Wetan;Jalur HijauTamansari;Jl. Tamansari;9081;2017
Cibeunying;327309;Bandung Wetan;Taman Gajah Lumantung;Jl. Gajah Lumantung;80705;2017
Cibeunying;327309;Bandung Wetan;Taman Ciungwanara;Jl. Badak Singa;1943;2017
Cibeunying;327309;Bandung Wetan;Taman Cikapayang/Badak Singa;Jl. Badak Singa;84634;2017
Cibeunying;327309;Bandung Wetan;Taman Balubur/Tamansari;Jl. Balubur;1173;2017
Cibeunying;327309;Bandung Wetan;Jalur Hijau Cikapayang;Jl. Cikapayang;1800;2017
Cibeunying;327309;Bandung Wetan; Pulau Jalan Balubur;Jl. Balubur;1316;2017
Cibeunying;327309;Bandung Wetan;Taman Skanda/Ganesha;Jl. Skanda;3128;2017
Cibeunying;327309;Bandung Wetan;Taman Dr. Slamet;Jl. Dr. Slamet;15217;2017
Cibeunying;327309;Bandung Wetan; Bak bunga nangkasuni;Jl. Nangkasuni;247;2017
Cibeunying;327309;Bandung Wetan;Taman Cempaka (Taman Fotografi);Jl. Cempaka;1785;2017
Cibeunying;327309;Bandung Wetan;Taman Mangga;Jl. Mangga;2850;2017
Cibeunying;327309;Bandung Wetan;Taman Pasupati;Bawah Fly Over Pasupati;1539;2017
Cibeunying;327309;Bandung Wetan;Taman Skate Park;Bawah Fly Over Pasupati;300;2017
Cibeunying;327309;Bandung Wetan;Taman Cibeunying Park;Jl. Cilaki;48825;2017
Cibeunying;327309;Bandung Wetan;Taman Film;-;;2017
Cibeunying;327319;Sumur Bandung;Taman Braga - Lembong;Jl. Lembong;55;2017
Cibeunying;327319;Sumur Bandung;Taman Texas Sister City 1;Jl. Wastukencana -Jl. Purnawarman;1816;2017
Cibeunying;327319;Sumur Bandung;Taman Halaman Balai Kota;Jl. Wastukencana;63449;2017
Cibeunying;327319;Sumur Bandung;Taman Merdeka (Taman Dewi Sartika);Jl. Merdeka;14729;2017
Cibeunying;327319;Sumur Bandung;Taman depan Masjid Al Ukhuwah;Jl. Wastukencana/Jl. Aceh;54;2017
Cibeunying;327319;Sumur Bandung;Jalur Perintis Kemerdekaan;Jl. Printis Kemerdekaan;10595;2017
Cibeunying;327319;Sumur Bandung;Jalur Waska Barat;Jl. Waska;4586;2017
Cibeunying;327319;Sumur Bandung;Taman Nias;Jl. Nias;310;2017
Cibeunying;327319;Sumur Bandung;Taman Patung Bola;Jl. Lembong;170;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Anggrek;Jl. Anggrek;890;2017
Cibeunying;327319;Sumur Bandung;Taman Tongkeng;Jl. Tongkeng;36105;2017
Cibeunying;327319;Sumur Bandung; Bak Bunga Aceh/Sumatera;Jl. Aceh;4056;2017
Cibeunying;327319;Sumur Bandung;Taman Sentrum;Jl. Belitung;210075;2017
Cibeunying;327319;Sumur Bandung;Jalur Aceh I;Jl. Aceh;8678;2017
Cibeunying;327319;Sumur Bandung;Jalur Aceh II;Jl. Aceh;1840;2017
Cibeunying;327319;Sumur Bandung;Taman Maluku;Jl. Ambon;2402324;2017
Cibeunying;327319;Sumur Bandung;Taman Puskesmas Tamblong;Jl. Tamblong;123;2017
Cibeunying;327319;Sumur Bandung;Taman Buton;Jl. Buton;6127;2017
Cibeunying;327319;Sumur Bandung;Taman Simpang Lima;Jl. Asia Afrika;2447;2017
Cibeunying;327319;Sumur Bandung;Taman R.E Martadinata/Aceh;Jl. R.E. Martadinata;7655;2017
Cibeunying;327319;Sumur Bandung;Taman Riau/A. Yani;Jl. Riau;6856;2017
Cibeunying;327319;Sumur Bandung;Taman Kosambi;Jl. Kosambi;759;2017
Cibeunying;327319;Sumur Bandung;Taman Air Mancur Vanda;Jl. Merdeka;976;2017
Cibeunying;327319;Sumur Bandung;Taman Pulau Jalan Jawa/Merdeka;Jl. Merdeka;120;2017
Cibeunying;327319;Sumur Bandung;Taman Lombok;Jl. Ambon -Jl. Lombok;330;2017
Cibeunying;327319;Sumur Bandung;Taman eks SPBU depanTaman Pramuka;Jl. LLRE Martadinata ;1566;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Diponegoro - Jl. Citarum;Jl. Diponegoro -Jl. Citarum;235;2017
Cibeunying;327319;Sumur Bandung;Jalur Supratman;Jl. Supratman;33706;2017
Cibeunying;327319;Sumur Bandung;Taman Katamso;Jl. Katamso;340;2017
Cibeunying;327319;Sumur Bandung;Taman Cisadea;Jl. Cisadea;41225;2017
Cibeunying;327319;Sumur Bandung;Taman Surapati/Cicaheum I;Jl. Surapati;2625;2017
Cibeunying;327319;Sumur Bandung;Taman Surapati/Cicaheum II;Jl. Surapati;15437;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Mekar Asih (Perumahan Bumi Asri Padasuka III);Jl. Mekar Asih;2478;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Mekar Indah (Perumahan Bumi Asri Padasuka III);Jl. Mekar Indah;851;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Mekar Wangi Ruko (Perumahan Bumi Asri Padasuka III);Jl. Mekar Wangi Ruko;190;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Mekar Kencana (Perumahan Bumi Asri Padasuka III);Jl. Mekar Kencana;320;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Mekar Cemerlang (Perumahan Bumi Asri Padasuka III);Jl. Mekar Cemerlang;816;2017
Cibeunying;327319;Sumur Bandung;Taman Jl. Mekar Agung (Perumahan Bumi Asri Padasuka III);Jl. Mekar Agung;333144;2017
Cibeunying;327318;Cibeunying Kaler;Taman Supratman/Warga;Jl. Supratman;175;2017
Cibeunying;327318;Cibeunying Kaler;Jalur Pahlawan;Jl. Pahlawan;3000;2017
Cibeunying;327318;Cibeunying Kaler;Taman Batik Tiga Negri;Jl. Batik Tiga Negri;124625;2017
Cibeunying;327318;Cibeunying Kaler;Taman Sidoluhur;Jl. Sidoluhur;1425;2017
Cibeunying;327318;Cibeunying Kaler;Taman Sudut Suci;Jl. Suci;116;2017
Cibeunying;327318;Cibeunying Kaler;Taman Lombok;Jl. Lombok;17135;2017
Cibeunying;327318;Cibeunying Kaler;Taman Komplek Villa Asri;Jl. Lombok;197843;2017
Cibeunying;327318;Cibeunying Kaler;Lapang Tikukur;Jl. Tikukur;12500;2017
Cibeunying;327318;Cibeunying Kaler;Taman Titiran;Jl. Titiran;210;2017
Cibeunying;327318;Cibeunying Kaler;Taman Merak;Jl. Merak;1021;2017
Cibeunying;327318;Cibeunying Kaler;Taman Surapati;Jl. Surapati;1350;2017
Cibeunying;327318;Cibeunying Kaler;Lapangan Olahraga;Komplek Perumahan Sukaluyu;5878;2017
Cibeunying;327318;Cibeunying Kaler;Taman RW.02 Kel. Neglasari;-;220;2017
Tegallega;327310;Astanaanyar;Taman Astana Anyar;Jl. Astana Anyar;5689;2017
Tegallega;327310;Astanaanyar;Taman Pajagalan I;Jl. Pajagalan;497;2017
Tegallega;327310;Astanaanyar;Taman Pajagalan II;Jl. Pajagalan;7469;2017
Tegallega;327310;Astanaanyar;Taman Babakan Sukamaju;Jl. Babakan;790735;2017
Tegallega;327310;Astanaanyar;Taman Inhoftank;Jl. Inhoftank;11277;2017
Tegallega;327310;Astanaanyar;Taman RW.04 Kel. Nyengseret;-;40;2017
Tegallega;327310;Astanaanyar;Taman RW.05 Kel. Nyengseret;-;80;2017
Tegallega;327303;Babakan Ciparay;Taman Lingkungan Perumahan Sumber Sari;Jl. Sumber Sari;2973;2017
Tegallega;327303;Babakan Ciparay;Taman Caringin;Jl. Caringin;63;2017
Tegallega;327303;Babakan Ciparay;Taman RW.04 Kel. Sukahaji;-;70;2017
Tegallega;327315;Bandung Kulon;Taman Lingkungan Perumahan Sadang;Jl. Sadang;54523;2017
Tegallega;327315;Bandung Kulon;Taman Lingkungan Perumnas Cijerah I;Jl. Cijerah (Komplek Perumnas Cijerah I);4794;2017
Tegallega;327315;Bandung Kulon;Taman Lingkungan Perumnas Cibuntu;Komplek Perumnas Cibuntu;1370;2017
Tegallega;327315;Bandung Kulon;Taman RW.04 Kel. Caringin;-;210;2017
Tegallega;327315;Bandung Kulon;Taman RW.05 Kel. Caringin;-;170;2017
Tegallega;327317;Bojongloa Kidul;Taman Leuwipanjang/Lingkar Selatan;Jl. Leuwi Panjang;907;2017
Tegallega;327317;Bojongloa Kidul;Taman Lingkar Selatan/Kopo;Jl. Lingkar Selatan;128;2017
Tegallega;327317;Bojongloa Kidul;Taman Cibaduyut/Soekarno Hatta;Jl. Cibaduyut;1825;2017
Tegallega;327317;Bojongloa Kidul;Taman Kopo/ Soekarno Hatta;Jl. Soekarno Hatta;148;2017
Tegallega;327317;Bojongloa Kidul;Taman RW.02 Komp. Cibaduyut Permai Kel. Cibaduyut Kidul;-;150;2017
Tegallega;327317;Bojongloa Kidul;Taman Jl. Muara Sari RW. 11 Kel. Kebonlega;-;100;2017
Tegallega;327304;Bojongloa Kaler;Taman Lingkar Selatan/Pasirkoja;Jl. Lingkar Selatan;85225;2017
Tegallega;327304;Bojongloa Kaler;Taman Pagarsih/Jamika;Jl. Pagarsih;151;2017
Tegallega;327304;Bojongloa Kaler;Jalur Hijau Peta;Jl. Peta;246446;2017
Tegallega;327304;Bojongloa Kaler;Jalur Hijau Jamika;Jl. Jamika;820;2017
Tegallega;327304;Bojongloa Kaler;Taman Bojongloa / Tukang rampe;Jl. Bojongloa;68;2017
Tegallega;327304;Bojongloa Kaler;Taman Paseban/Kencana Timur;Jl. Paseban;418;2017
