,Wilayah,Kode Kecamatan,Kecamatan,NamaTaman,Alamat,Luas (m2),Data Tahun
463,Ujungberung,327326,Ujungberung,Taman Ujung Berung Indah 4,Jl. Pintu MasukKomplek,148.0,2017
464,Ujungberung,327326,Ujungberung,Taman RT.03 RW.05 Komp. Mayang Ligar Kel. Pasir Endah,-,200.0,2017
465,Ujungberung,327326,Ujungberung,Taman RW.13 Kel. Pasir Jati,-,140.0,2017
465,Ujungberung,327326,Ujungberung,Taman RW.13 Kel. Pasir Jati,-,140.0,2017
466,Ujungberung,327328,Panyileukan,TamanLapangan Blok J, LapanganBlok J/H Perumahan Bumi Panyileukan,1056.0,2017
468,Ujungberung,327328,Panyileukan,Taman Blok J,Blok J/H Perumahan Bumi Panyileukan,1005.0,2017
470,Ujungberung,327328,Panyileukan,Taman Blok G-II,Blok G.5 Perumahan Bumi Panyileukan,39324.0,2017
471,Ujungberung,327328,Panyileukan,Taman Blok H,Blok H.2 Perumahan Bumi Panyileukan,67595.0,2017
472,Ujungberung,327328,Panyileukan,Taman Blok P-I,Blok P.2 Perumahan Bumi Panyileukan,784.0,2017
473,Ujungberung,327328,Panyileukan,Taman Blok P-II,Blok P.2 Perumahan Bumi Panyileukan,667.0,2017
474,Ujungberung,327328,Panyileukan,Taman Blok N,Blok N1 dan N2 Perumahan Bumi Panyileukan,5655.0,2017
477,Ujungberung,327328,Panyileukan,Taman Blok Q,Blok Q 3 Perumahan Bumi Panyileukan,515.0,2017
478,Ujungberung,327328,Panyileukan,Jalur Hijau N-R,Blok N-R Perumahan Bumi Panyileukan,1309.0,2017
474,Ujungberung,327328,Panyileukan,Taman Blok N,Blok N1 dan N2 Perumahan Bumi Panyileukan,5655.0,2017
480,Ujungberung,327328,Panyileukan,Taman Blok K,Blok K-M Perumahan Bumi Panyileukan,540.0,2017
481,Ujungberung,327328,Panyileukan,Jalur Hijau L-I 10,-,2387.0,2017
482,Ujungberung,327328,Panyileukan,Taman Blok L,Blok L.16 Perumahan Bumi Panyileukan,1214.0,2017
11,Bojonegara,327301,Sukasari,Taman Blok F,Jl. Cijerokaso ,18618.0,2017
484,Ujungberung,327328,Panyileukan,Jalur Hijau Blok F,-,4005.0,2017
485,Ujungberung,327328,Panyileukan,TamanLapangan Olahraga Blok E,Blok E Lap OR Perumahan Bumi Panyileukan,897.0,2017
486,Ujungberung,327328,Panyileukan,Taman Blok E,Blok E-F Perumahan Bumi Panyileukan,30.0,2017
487,Ujungberung,327328,Panyileukan,Taman Blok F-G,Blok F-G Perumahan Bumi Panyileukan,782.0,2017
11,Bojonegara,327301,Sukasari,Taman Blok F,Jl. Cijerokaso ,18618.0,2017
489,Ujungberung,327328,Panyileukan,Taman Blok C,Blok C.1 Perumahan Bumi Panyileukan,105.0,2017
490,Ujungberung,327328,Panyileukan,Jalur Hijau Blok C,-,1840.0,2017
492,Ujungberung,327328,Panyileukan,Jalur Hijau Blok A I,Blok A Perumahan Bumi Panyileukan,9438.0,2017
493,Ujungberung,327328,Panyileukan,Jalur Hijau Blok A II,Blok A Perumahan Bumi Panyileukan,608.0,2017
494,Ujungberung,327328,Panyileukan,Taman Blok B,Blok B Perumahan Bumi Panyileukan,80.0,2017
495,Ujungberung,327328,Panyileukan,Taman Blok A1-I,Blok A1 Perumahan Bumi Panyileukan,9656.0,2017
496,Ujungberung,327328,Panyileukan,Taman Blok A1-II,Blok A1 Perumahan Bumi Panyileukan,225.0,2017
491,Ujungberung,327328,Panyileukan,Taman Blok A,Blok A Perumahan Bumi Panyileukan,216.0,2017
485,Ujungberung,327328,Panyileukan,TamanLapangan Olahraga Blok E,Blok E Lap OR Perumahan Bumi Panyileukan,897.0,2017
499,Ujungberung,327328,Panyileukan,Taman Blok E-G (I),Blok E-G Perumahan Bumi Panyileukan,765.0,2017
500,Ujungberung,327328,Panyileukan,Taman Blok E-G (II),Blok E-G Perumahan Bumi Panyileukan,120.0,2017
501,Ujungberung,327328,Panyileukan,Taman Blok Citra AB,Blok Citra AB Perumahan Bumi Panyileukan,10925.0,2017
502,Ujungberung,327328,Panyileukan,Taman Blok Citra,Blok Citra Perumahan Bumi Panyileukan,392.0,2017
503,Ujungberung,327328,Panyileukan,Taman Cijambe Indah,Jl.Wijaya Kusuma II,656.0,2017
504,Ujungberung,327328,Panyileukan,Taman Pamekar,Jl. Pamekar Timur II,327.0,2017
505,Ujungberung,327328,Panyileukan,Taman Mekar Resik,Jl. Mekar Resik,305.0,2017
506,Ujungberung,327328,Panyileukan,Taman Pamekar Barat,Jl. Pamekar Raya,320.0,2017
507,Ujungberung,327328,Panyileukan,Taman Pamekar Timur,Jl. Pamekar Raya,455.0,2017
509,Ujungberung,327328,Panyileukan,Taman Mekar Sugih,Jl. Mekar Sugih,400.0,2017
510,Ujungberung,327328,Panyileukan,Taman Panyileukan,"Jl.Blok K, L, M",395934.0,2017
511,Ujungberung,327328,Panyileukan,Taman Panyileukan 1,Jl.Blok A,31844.0,2017
512,Ujungberung,327328,Panyileukan,Taman Panyileukan 2,"Jl. Utama H, I, J",149495.0,2017
513,Ujungberung,327328,Panyileukan,Taman Panyileukan 3,Jl. RayaBlok A-B,497.0,2017
514,Ujungberung,327328,Panyileukan,Taman Panyileukan 4,Jl.Blok C,2431.0,2017
515,Ujungberung,327328,Panyileukan,Taman Panyileukan 6,"Jl.Blok A, B depan masjid",380.0,2017
516,Ujungberung,327328,Panyileukan,Taman Panyileukan 7,"Jl.Blok E, F, G",41389.0,2017
517,Ujungberung,327328,Panyileukan,Taman Panyileukan 8,"Jl.Blok P, Q, N, R",3747.0,2017
518,Ujungberung,327328,Panyileukan,Taman Panyileukan 9,Jl.Blok Citra,392.0,2017
519,Ujungberung,327325,Cibiru,Taman Pulau Jalan Cibiru I,Jl. Soekarno Hatta,676.0,2017
520,Ujungberung,327325,Cibiru,Taman Pulau Jalan Cibiru II,Jl. Soekarno Hatta,1438.0,2017
521,Ujungberung,327325,Cibiru,Taman Pulau Jalan Cibiru III,Jl. Soekarno Hatta,1965.0,2017
522,Ujungberung,327325,Cibiru,Taman Pulau Jalan Cibiru IV,Jl. Soekarno Hatta,325.0,2017
523,Ujungberung,327325,Cibiru,Taman Pulau Jalan Cibiru V,Jl. Soekarno Hatta,693.0,2017
524,Ujungberung,327325,Cibiru,TamanJalur Cibiru ,Jl. Soekarno Hatta,3312.0,2017
525,Ujungberung,327325,Cibiru,Taman RW.03 Kel. Cisurupan,-,140.0,2017
526,Ujungberung,327325,Cibiru,Taman RW.05 Kel. Palasari,-,120.0,2017
641,Gedebage,327329,Cinambo,Taman Pulau Jalan Gedebage,Jl. Soekarno Hatta - Gedebage,568.0,2017
642,Gedebage,327329,Cinambo,Taman Depan Pasar,Jl. Soekarno Hatta - Gedebage,895.0,2017
643,Gedebage,327329,Cinambo,Taman Samping Barat (depan Mesjid),Jl. Soekarno Hatta - Gedebage,441.0,2017
645,Gedebage,327329,Cinambo,Jalur Depan Pasar,Jl. Soekarno Hatta - Gedebage,213.0,2017
646,Gedebage,327329,Cinambo,Taman RW. 03 Kel. Babakan Penghulu,-,200.0,2017
647,Gedebage,327329,Cinambo,Taman RW. 05 Kel. Rancabolang,-,200.0,2017
527,Gedebage,327322,Buahbatu,Taman di Jl. Bunga Bakung RW. 07 Kel Cijawura,Jl. Jupiter Utama,150.0,2017
528,Gedebage,327322,Buahbatu,Taman Jupiter Utama,Jl. Jupiter Utama,92.0,2017
529,Gedebage,327322,Buahbatu,Taman Blok D II a,Jl. Jupiter Utama,670.0,2017
532,Gedebage,327322,Buahbatu,Taman Blok D II d,Jl. Jupiter Utama,649.0,2017
533,Gedebage,327322,Buahbatu,Taman Blok E II,Jl. Jupiter Utama,1539.0,2017
535,Gedebage,327322,Buahbatu,Taman Blok D II f,Jl. Jupiter Utama,190.0,2017
536,Gedebage,327322,Buahbatu,Taman Blok D II g,Jl. Jupiter Utama,437.0,2017
537,Gedebage,327322,Buahbatu,Taman Blok D II h,Jl. Jupiter Utama,413.0,2017
539,Gedebage,327322,Buahbatu,Taman Blok D II j,Jl. Jupiter Utama,456.0,2017
540,Gedebage,327322,Buahbatu,Taman Blok U,Jl. Jupiter Utama,236.0,2017
541,Gedebage,327322,Buahbatu,Taman Blok Z a,Jl. Ciwastra,460.0,2017
542,Gedebage,327322,Buahbatu,Taman Blok B a,Jl. Ciwastra,349.0,2017
543,Gedebage,327322,Buahbatu,Taman Blok A dan B,Jl. Pluto Raya,1499.0,2017
480,Ujungberung,327328,Panyileukan,Taman Blok K,Blok K-M Perumahan Bumi Panyileukan,540.0,2017
474,Ujungberung,327328,Panyileukan,Taman Blok N,Blok N1 dan N2 Perumahan Bumi Panyileukan,5655.0,2017
551,Gedebage,327322,Buahbatu,Taman Blok S a,Jl. Saturnus Timur X,70646.0,2017
552,Gedebage,327322,Buahbatu,Taman Blok S b,Jl. Saturnus Raya depan No. 22,680.0,2017
553,Gedebage,327322,Buahbatu,Taman Blok R a,Jl. Saturnus Utara XII,101022.0,2017
554,Gedebage,327322,Buahbatu,Taman Blok R b,Jl. Saturnus Utara/Mars,32064.0,2017
555,Gedebage,327322,Buahbatu,Taman Blok R/O,Jl. Mars Selatan II dan III,93855.0,2017
578,Gedebage,327323,Rancasari, Taman Blok Q2 a,Jl. Yupiter Tengah IV,1106.0,2017
579,Gedebage,327323,Rancasari, Taman Blok Q2 b,Jl. Meteor Barat,567.0,2017
580,Gedebage,327323,Rancasari,Taman Blok H2,Jl. Meteor Barat,483.0,2017
581,Gedebage,327323,Rancasari,Taman Blok K2 a,Jl. Yupiter Utama,420.0,2017
582,Gedebage,327323,Rancasari,Taman Blok L2 a,Jl. Yupiter Selatan IV,1835.0,2017
583,Gedebage,327323,Rancasari,Taman Blok G2,Jl. Yupiter Utama,1781.0,2017
584,Gedebage,327323,Rancasari,Taman Blok L2 b,Jl. Yupiter Utama,437.0,2017
585,Gedebage,327323,Rancasari,Taman Blok L2 c,Jl. Yupiter Utama,375.0,2017
586,Gedebage,327323,Rancasari,Taman Blok L2 d,Jl. Yupiter Utama,874.0,2017
587,Gedebage,327323,Rancasari,Taman Blok L2 f,Jl. Meteor Barat,437.0,2017
588,Gedebage,327323,Rancasari,Taman Blok L2 g,Jl. Meteor Barat,437.0,2017
589,Gedebage,327323,Rancasari,Taman Blok L2 (Al Bayan),Jl. Meteor Barat,816.0,2017
590,Gedebage,327323,Rancasari,Taman Blok L2 h,Jl. Meteor Barat,460.0,2017
592,Gedebage,327323,Rancasari,Taman Blok L2 i,Jl. Meteor Barat,1994.0,2017
594,Gedebage,327323,Rancasari,Taman Blok B2 c,Jl. Yupiter Utama,663.0,2017
595,Gedebage,327323,Rancasari,Taman Blok A2,Jl. Jupiter Selatan IV,1922.0,2017
596,Gedebage,327323,Rancasari,Taman Blok D2 a,Jl. Yupiter Utama,378.0,2017
598,Gedebage,327323,Rancasari,Taman Blok E2 b,Jl. Jupiter Utama ,108.0,2017
600,Gedebage,327323,Rancasari,Taman Blok E2 d,Jl. Jupiter Timur,5604.0,2017
583,Gedebage,327323,Rancasari,Taman Blok G2,Jl. Yupiter Utama,1781.0,2017
602,Gedebage,327323,Rancasari,Taman Blok N2,Jl. Yupiter Utama,60002.0,2017
603,Gedebage,327323,Rancasari,Taman Blok O2 a,Jl. Yupiter Utama III,180.0,2017
604,Gedebage,327323,Rancasari,Taman Blok O2 b,Jl. Yupiter Timur,23067.0,2017
605,Gedebage,327323,Rancasari,Taman Blok O2 c,Jl. Yupiter XIII,4708.0,2017
607,Gedebage,327323,Rancasari,Taman Blok T2 depan No. 24,Jl. Yupiter Utama,557.0,2017
608,Gedebage,327323,Rancasari,Taman Blok V2,Jl. Galaxy Raya,2173.0,2017
609,Gedebage,327323,Rancasari,Taman Blok M2,Jl. Yupiter Utama,413.0,2017
612,Gedebage,327323,Rancasari,Taman Blok B2 b,Jl. Jupiter Tengah V,770.0,2017
615,Gedebage,327321,Bandung Kidul,Taman Sanggar Hurip 2,Jl. Sanggar Kencana Timur,452.0,2017
616,Gedebage,327321,Bandung Kidul,Taman Sanggar Hurip 3,Jl. Sanggar Utama,565.0,2017
619,Gedebage,327321,Bandung Kidul,Taman Sanggar Hurip 6,Jl. Sanggar Kencana 5,480.0,2017
606,Gedebage,327323,Rancasari,Taman Blok O2 depan no. 125,Jl. Sanggar Kencana Timur,567.0,2017
610,Gedebage,327323,Rancasari,Taman Blok S2 depan no. 69,Jl. Sanggar Utama,472.0,2017
611,Gedebage,327323,Rancasari,Taman Blok I2 depan no. 84,Jl. Sanggar Kencana V,325.0,2017
620,Gedebage,327321,Bandung Kidul,Taman Gading 1,Jl. Gading Barat 4,416.0,2017
621,Gedebage,327321,Bandung Kidul,Taman Gading 2,Jl. Gading Barat 2,621.0,2017
622,Gedebage,327321,Bandung Kidul,Taman Gading 3,Jl. Utama,1165.0,2017
623,Gedebage,327321,Bandung Kidul,Taman Gading 4, Pintu Gerbang,436.0,2017
624,Gedebage,327321,Bandung Kidul,Taman Gading 5, Depan Kantor Pemasaran,235.0,2017
625,Gedebage,327321,Bandung Kidul,Taman Gading 6,Jl. Gading Barat 4,214.0,2017
627,Gedebage,327321,Bandung Kidul,Taman Gading 8, Barat Lapang Tenis,595.0,2017
628,Gedebage,327321,Bandung Kidul,Taman Gading 9, Selatan Lapang Tenis,2795.0,2017
629,Gedebage,327321,Bandung Kidul,Taman Gading 10,Jl. Gading Utama Timur,810.0,2017
630,Gedebage,327321,Bandung Kidul,Taman Gading 11, Sebelah RukanBlok A dan B,376.0,2017
633,Gedebage,327321,Bandung Kidul,Taman Batu Permata,Jl. Batu Permata II,530.0,2017
302,Karees,327316,Kiaracondong,Taman 1,Jl. Kawaluyaan,5617.0,2017
303,Karees,327316,Kiaracondong,Taman 2,Jl. Kawaluyaan,5817.0,2017
304,Karees,327316,Kiaracondong,Taman 3,Jl. Kawaluyaan,544.0,2017
305,Karees,327316,Kiaracondong,Taman 4,Jl. Kawaluyaan,2387.0,2017
306,Karees,327316,Kiaracondong,Taman 5,Jl. Kawaluyaan,186378.0,2017
640,Gedebage,327321,Bandung Kidul, Pulau Jalan Samsat,Jl. Soekarno Hatta depan Samsat,124.0,2017
564,Gedebage,327323,Rancasari,Taman Metro Estate a,Jl. Venus Timur Raya/Mesjid,3590.0,2017
565,Gedebage,327323,Rancasari,Taman Metro Estate b,Jl. Venus Barat IV depan No.15,612.0,2017
566,Gedebage,327323,Rancasari,Taman Metro Estate c,Jl. Venus Barat VII depan No.8,462.0,2017
567,Gedebage,327323,Rancasari,Taman Metro Estate d,Jl. Venus Barat VII dep. 384,495.0,2017
568,Gedebage,327323,Rancasari,Taman Metro Estate e,Jl. Venus Timur VI dan I,495.0,2017
569,Gedebage,327323,Rancasari,Taman Metro Estate f,Jl. Venus Barat II,446.0,2017
570,Gedebage,327323,Rancasari,Taman Metro Estate g,Jl. Venus Timur I dan II,446.0,2017
571,Gedebage,327323,Rancasari,Taman Metro Estate h,Jl. Venus Raya,894.0,2017
572,Gedebage,327323,Rancasari,Taman Metro Estate i,Jl. Venus Barat VI,128.0,2017
573,Gedebage,327323,Rancasari,Taman Metro Estate j,Jl. Venus Raya,678.0,2017
575,Gedebage,327323,Rancasari,Taman Metro Estate m,Jl. Venus Raya,604.0,2017
576,Gedebage,327323,Rancasari,Taman Metro Estate n,Jl. Venus Barat IX,450.0,2017
577,Gedebage,327323,Rancasari,Taman Metro Estate o,Jl. Venus Raya/Minimarket,518.0,2017
613,Gedebage,327323,Rancasari,Taman RW 10Kel. Mekar Jaya,-,130.0,2017
547,Gedebage,327322,Buahbatu,Taman Blok Q a,Jl. Mercury Selatan XI,1637.0,2017
548,Gedebage,327322,Buahbatu,Taman Blok Q b,Jl. Mercury Selatan VIII,648.0,2017
549,Gedebage,327322,Buahbatu,Taman Blok Q c,Jl. Saturnus Utara VII,408.0,2017
556,Gedebage,327322,Buahbatu,Taman Blok P,Jl. Mars Barat II/III,1486.0,2017
557,Gedebage,327322,Buahbatu,Taman Blok P a,Jl. Mars Timur IV/V,37649.0,2017
558,Gedebage,327322,Buahbatu,Taman Blok P b,Jl. Mars Selatan  XVI,29811.0,2017
559,Gedebage,327322,Buahbatu,Taman Blok O,-,14723.0,2017
561,Gedebage,327322,Buahbatu,Taman Blok P c,Jl. Mars Utara II,800.0,2017
562,Gedebage,327322,Buahbatu,Taman Blok Y a,Jl. Rancabolang,1182.0,2017
23,Bojonegara,327301,Sukasari,Taman Perumnas Sarijadi -a,Perumnas SarijadiBlok 5,7447,2018
24,Bojonegara,327301,Sukasari,Taman Perumnas Sarijadi -b,Perumnas SarijadiBlok 7,-,2018
25,Bojonegara,327301,Sukasari,Taman Perumnas Sarijadi -c,Perumnas SarijadiBlok 9,-,2018
26,Bojonegara,327301,Sukasari,Taman Perumnas Sarijadi -d,Perumnas SarijadiBlok 13,-,2018
27,Bojonegara,327301,Sukasari,Taman Perumnas Sarijadi -e,Perumnas SarijadiBlok 15,-,2018
28,Bojonegara,327301,Sukasari,Taman Perumnas Sarijadi -f,Perumnas SarijadiBlok 24,-,2018
29,Bojonegara,327301,Sukasari,Taman RW 05 Kel. Sarijadi,Jl. Sarijadi,150,2018
30,Bojonegara,327301,Sukasari,Taman RW 02 Kel. Gegerkalong,-,203,2018
31,Bojonegara,327301,Sukasari,Taman RW 02 Kel. Gegerkalong Kec. Sukasari,Jl. Mesjid At Taqwa ,174.55,2018
43,Bojonegara,327307,Sukajadi,Taman Perumnas Sarijadi -a,Perumnas SarijadiBlok 5,7447,2018
57,Bojonegara,327307,Sukajadi,Median flyover Pasteur,Jl. Pasteur,5852.5,2018
59,Bojonegara,327307,Sukajadi,Taman RW 01 Kel. Pasteur,Jl. Cemara - Gg. Cemara VI,357.8,2018
60,Bojonegara,327307,Sukajadi,Taman RW 02 Kel. Sukawarna,Jl. Sariwangi,285,2018
61,Bojonegara,327307,Sukajadi,Taman RW 10 Kel. Sukabungah,Taman Manggis Ceria,205.92,2018
62,Bojonegara,327307,Sukajadi,Taman RW 04 Kel. Sukawarna Kec. Sukajadi,RW 04Jl. Cibogo,110.07,2018
88,Bojonegara,327306,Cicendo,Taman Pendawa RW 03/04,Jl. Pendawa/Kresna,3861.74,2018
94,Bojonegara,327306,Cicendo,Taman RW 01 Kel. Pamoyanan,Jl. Pesantren Wetan,375.51,2018
95,Bojonegara,327306,Cicendo,Taman RW 05 Kel. Pasir Kaliki,Jl . yakin,252,2018
96,Bojonegara,327306,Cicendo,Taman Alun-alun Cicendo ,Jl. Arjuna - Husen Sastranegara - Cicendo,5400,2018
97,Bojonegara,327306,Cicendo,Taman RW 07 Kel. Pajajaran,-,82.34,2018
98,Bojonegara,327306,Cicendo,Taman RW 01 Kel. Sukaraja,-,309.76,2018
113,Bojonegara,327305,Andir,Taman RW 07 Belakang Kantor Kel. Maleber,Jl. Maleber Utara,210,2018
114,Bojonegara,327305,Andir,Taman RW 07 Kel. Kebon Jeruk,-,76,2018
123,Cibeunying,327302,Coblong,Taman Gesit,Jl. Dipatiukur  - Lebak Gede - Coblong,556.5,2018
131,Cibeunying,327302,Coblong,Taman Fitness,Jl. Teuku Umar - Lebakgede - Coblong,3614,2018
133,Cibeunying,327302,Coblong,Taman Dago Atas (Dago Tea House),Jl. Dago Atas,2760,2018
135,Cibeunying,327302,Coblong,Lapang Lebak Siliwangi (Sabuga),Jl. Taman Sari,71568.13,2018
141,Cibeunying,327302,Coblong,Taman Eks SPBU Cikapayang (Taman Cikapayang Dago),Jl. Ir. H. Djuanda,2490,2018
146,Cibeunying,327302,Coblong,Taman Hutan Kota Babakan Siliwangi,Jl. Tamansari no. 90 - Lb. Siliwangi - Coblong,23052,2018
154,Cibeunying,327302,Coblong,Taman Japati,Jl. Japati,40,2018
155,Cibeunying,327302,Coblong,Taman RW 04 Kel. Sadang Serang,Jl. Gelatik Dalam,158.93,2018
156,Cibeunying,327302,Coblong,Taman Barokah RW 05 Lebak Siliwangi,Jl. Tamansari ,56,2018
164,Cibeunying,327309,Bandung Wetan,Taman Wastukancana/Tamansari (Liuzou),Jl. Tamansari,280,2018
178,Cibeunying,327309,Bandung Wetan,Taman Cilaki Atas (Taman Lansia),Jl. Cilaki Atas/Jl. Cisangkuy/Jl. Citarum,16620,2018
179,Cibeunying,327309,Bandung Wetan,Taman Cilaki Tengah (Taman Kandaga Puspa),Jl. Cilaki/Jl. Citarum,6487,2018
180,Cibeunying,327309,Bandung Wetan,Taman Cilaki Bawah I dan II (Pet Park),Jl. Cilaki/Jl. Ciliwung,9753,2018
189,Cibeunying,327309,Bandung Wetan,Lapang Supratman (Taman Persib),Jl. W.R. Supratman No.24 - Cihapit,9072.75,2018
196,Cibeunying,327309,Bandung Wetan,Taman Rangga Malela (Taman Radio),Jl. Juanda/Jl. Ranggamalela,920.9,2018
201,Cibeunying,327309,Bandung Wetan,Taman Cikapayang/Badak Singa (depan PDAM),Jl. Badak Singa,846.34,2018
209,Cibeunying,327309,Bandung Wetan,Taman Pasupati (Taman Jomblo),Bawah Fly Over Pasupati,1539,2018
213,Cibeunying,327309,Bandung Wetan,Taman RW 07 Kel. Lebak Siliwangi,-,122.08,2018
214,Cibeunying,327309,Bandung Wetan,Taman RW 10 Kel.Tamansari,-,654.2,2018
215,Cibeunying,327319,Sumur Bandung,Taman Braga,Jl. Braga/Jl. Naripan,55,2018
225,Cibeunying,327319,Sumur Bandung,Taman Sentrum (Taman Musik),Jl. Belitung,2100.75,2018
226,Cibeunying,327319,Sumur Bandung,Jalur Aceh ,Jl. Aceh,1840,2018
228,Cibeunying,327319,Sumur Bandung,Taman Inklusi,Jl. Aceh/Jl. Saparua (pojok Taman Maluku),400,2018
233,Cibeunying,327319,Sumur Bandung,Taman Kosambi (Taman Pelangi),Jl. Kosambi,500,2018
237,Cibeunying,327319,Sumur Bandung,Taman eks SPBU depanTaman Pramuka (Taman Kitri),Jl. LLRE Martadinata ,1566,2018
238,Cibeunying,327319,Sumur Bandung,Taman Sejarah,Jl. Aceh No. 53,2600,2018
251,Cibeunying,327314,Cibeunying Kidul,Taman Villa Asri Tengah V,Jl.Villa Asri Tengah V,-,2018
252,Cibeunying,327314,Cibeunying Kidul,Taman Villa Asri Raya,Jl.Villa Asri Raya,-,2018
253,Cibeunying,327314,Cibeunying Kidul,Taman Villa Asri III,Jl.Villa Asri III,-,2018
254,Cibeunying,327314,Cibeunying Kidul,Taman Villa Asri 3,Jl.Villa Asri 3,-,2018
265,Cibeunying,327318,Cibeunying Kaler,Taman jalaprang,-,1759.49,2018
267,Cibeunying,327318,Cibeunying Kaler,Taman RW 05 Kel. Pasirlayung,-,650.47,2018
268,Cibeunying,327318,Cibeunying Kaler,Taman RW 08 Kel. Pasirlayung,-,307.29,2018
269,Cibeunying,327318,Cibeunying Kaler,Taman RW 05 Pasirlayung,Jl. Bungursari II,650,2018
270,Cibeunying,327318,Cibeunying Kaler,Taman RW 08 Cihaurgeulis,Jl. Muararajeun Lama,-,2018
271,Cibeunying,327318,Cibeunying Kaler,Taman RW 09 Sukaluyu,Jl. Jalaprang Sukaluyu,215,2018
272,Cibeunying,327318,Cibeunying Kaler,Taman RW 10 Sukamaju,Jl. Sukamaju,-,2018
279,Tegallega,327310,Astanaanyar,Taman RW 03 Kel. Karasak,-,105,2018
280,Tegallega,327310,Astanaanyar,Taman RW 06 Kel. Pelindung Hewan,-,400,2018
284,Tegallega,327303,Babakan Ciparay,Taman RW 07 Kel. Margahayu Utara,Komp. Cibolerang,371.36,2018
285,Tegallega,327303,Babakan Ciparay,Taman Cibolerang,Komp. CibolerangBlok C,891,2018
286,Tegallega,327303,Babakan Ciparay,Taman Satria RW 07 Blok G ,Jl. Satria Wetan,96,2018
287,Tegallega,327303,Babakan Ciparay,Taman RW RT 07 Cirangrang,Jl. Senja Cirangrang,123,2018
288,Tegallega,327303,Babakan Ciparay,Taman RW 10 Babakan,Jl. Sumbersari ,112,2018
289,Tegallega,327303,Babakan Ciparay,Taman RW 05 Cirangrang,Jl. Fatamorgana,115,2018
290,Tegallega,327303,Babakan Ciparay,Taman RW 01 Margahayu Utara,Jl. Kopo Indah 3,96,2018
296,Tegallega,327315,Bandung Kulon,Taman RW 08 Kel. Gempolsari,Komp. Bumi Asri  ,271.93,2018
297,Tegallega,327315,Bandung Kulon,Taman RW 07 Kel. Warung Muncang,-,420,2018
299,Tegallega,327315,Bandung Kulon,Taman RW 05 Kel. Cijerah,-,289.13,2018
300,Tegallega,327315,Bandung Kulon,"Taman RW 10 Kel. Gempolsari, Bdg Kulon",TamanKomplek Gempol Asri -Jl. Gempol Elok,345.52,2018
307,Tegallega,327317,Bojongloa Kidul,Taman RW 04 Kel. Situsaeur,Jl. Leuwi Anyar,97,2018
308,Tegallega,327317,Bojongloa Kidul,Taman RW 10 Situsaeur,Jl. Leuwi Anyar,97,2018
309,Tegallega,327317,Bojongloa Kidul,Taman RW 05 Situsaeur,Jl. Nyengseret Situsaeur,-,2018
326,Tegallega,327304,Bojongloa Kaler,Taman RW 09 Kel. Kopo,Jl.Citarip 3,109.45,2018
327,Tegallega,327304,Bojongloa Kaler,Taman RW 10 Kel. Sukaasih,-,247.1,2018
353,Karees,327312,Batununggal,Taman RW 05 Kel. Kebonwaru,-,100.13,2018
354,Karees,327312,Batununggal,Taman RW 05 Kel. Gumuruh,-,216.75,2018
355,Karees,327312,Batununggal,Taman RW 10 Kel. Gumuruh Kec. Batununggal,Jl. Salendro Timur V,417.01,2018
380,Karees,327313,Lengkong,Taman RW 03 Kel. Turangga,-,578,2018
381,Karees,327313,Lengkong,Taman RW 07 Kel. Turangga,-,52,2018
383,Karees,327313,Lengkong,Taman Pers Malabar,Jl. Malabar/Jl. Palasari,5007.68,2018
402,Karees,327311,Regol,Taman Cilentah (Taman Bobotoh),Jl. Cilentah,1608.2,2018
412,Karees,327311,Regol,Taman RW.09 Kel. Ciateul (Taman Lansia Regol),Jl. Ciateul ,100,2018
413,Karees,327311,Regol,Taman RW.12 Kel. Cigereleng /Taman Pembauran,-,200,2018
414,Karees,327311,Regol,Taman RW 01 Kel. Pungkur,-,123.96,2018
415,Karees,327311,Regol,Taman RW 01 Kel. Pasirluyu,-,185,2018
416,Karees,327311,Regol,Taman RW 06 Pasirluyu,Jl.Pasir Jaya,125.00,2018
417,Arcamanik,327320,Antapani,Taman RW 02 Kel. Antapani Tengah,Antapani Tengah,171,2018
418,Arcamanik,327320,Antapani,Taman RW 03 Kel. Antapani Kulon, Antapani Kulon ,324,2018
419,Arcamanik,327320,Antapani,Taman RW 06 Kel. Antapani Wetan,Antapani Wetan,468.4,2018
420,Arcamanik,327320,Antapani,Taman RW 15 Kel. Antapani Kidul,Antapani Kidul,430.5,2018
421,Arcamanik,327320,Antapani,Taman RW 17 Kel. Antapani Tengah,Antapani Tengah,220.28,2018
422,Arcamanik,327320,Antapani,Taman RW 09 Kel. Antapani Kidul,Antapani Kidul,320,2018
423,Arcamanik,327320,Antapani,Taman RW 24 Kel. Antapani Tengah,Perumahan Parakan Mas,194.46,2018
424,Arcamanik,327320,Antapani,Taman RW 01 Kel. Antapani Tengah ,Jl. Terusan Jalan jakarta No 78A,62.34,2018
425,Arcamanik,327320,Antapani,Taman RW 02 Kel. Antapani Kulon ,Jl. Jakarta Dalam No. 20,191.07,2018
426,Arcamanik,327320,Antapani,"Taman RW 07 Kel. Pasirwangi, Ujungberung",-,590.11,2018
437,Arcamanik,327320,Antapani,Taman Antapani Lama,-,102,2018
438,Arcamanik,327320,Antapani,Taman RW 03 Antapani Tengah,Jl.Subang II,55,2018
439,Arcamanik,327320,Antapani,Taman RW 01 Antapani Tengah,Jl.Purwakarta,150,2018
