,Wilayah,Kode Kecamatan,Kecamatan,NamaTaman,Alamat,Luas (m2),Data Tahun
491,Arcamanik,327324,Arcamanik,Taman Arcamanik ,-,661.5,2018
492,Arcamanik,327324,Arcamanik,Taman RW 07 Kel. Cisaranten Bina Harapan,Komplek Bina Marga CisarantenBlok 1,289.62,2018
493,Arcamanik,327324,Arcamanik,Taman RW 11 Kel. Cisaranten Kulon,Jl.Permata Permai V,158,2018
494,Arcamanik,327324,Arcamanik,Taman RW 13 Kel. Sukamiskin,-,235,2018
495,Arcamanik,327324,Arcamanik,Taman RW 12 Kel. Cisaranten Endah,-,741.28,2018
496,Arcamanik,327324,Arcamanik,Taman RW 10 Kel. Cisaranten Bina Harapan,-,266.75,2018
497,Arcamanik,327324,Arcamanik,Taman Golf Barat VII Depan No 07,Jl.Golf Barat VII,-,2018
498,Arcamanik,327324,Arcamanik,Taman RW 09 di Kec Arcamanik,Jl. Olahraga (Kampoeng Takakura),231.28,2018
520,Arcamanik,327330,Mandalajati,Taman RW 11 Kel. Sindangjaya,-,200,2018
521,Arcamanik,327330,Mandalajati,Taman RW 03 Sindangjaya,Jl.Sindangjaya,185,2018
522,Arcamanik,327330,Mandalajati,Taman RW 06 Karang Pamulang,Jl.Kampung Kertasari,-,2018
525,Ujungberung,327326,Ujungberung,Alun-Alun Ujungberung,Jl. A.H. Nasution - Cigending - Ujung Berung,5089,2018
532,Ujungberung,327326,Ujungberung,Taman RW 14 Kel. Pasanggrahan,-,399.67,2018
533,Ujungberung,327326,Ujungberung,Taman RW 11 Kel. Cigending (RT 06 dan RT 05),-,251.35,2018
534,Ujungberung,327326,Ujungberung,Taman RW 14 Kel. Pasirjati,-,217.81,2018
535,Ujungberung,327326,Ujungberung,Taman RW 01 Kel. Cigending,Jl.Cigending,151.81,2018
536,Ujungberung,327326,Ujungberung,Taman RW 14 Kel. Pasanggrahan,-,233.61,2018
538,Ujungberung,327326,Ujungberung,Taman RW 07 Kel. Pasir Endah,-,181,2018
586,Ujungberung,327326,Ujungberung,Taman RW 02 Kel. Mekarmulya,Jl. Aster Mekar,178.2,2018
587,Ujungberung,327326,Ujungberung,Taman RW 08 Kel. Cipadung Kidul,Jl. Indah 10,190.5,2018
588,Ujungberung,327326,Ujungberung,Taman RW 13 Kel. Cipadung Kidul,-,264,2018
597,Ujungberung,327326,Ujungberung,Taman RW 09 Kel. Cisurupan,Jl. Cigupakan,231.37,2018
598,Ujungberung,327326,Ujungberung,Taman RW 09 Kel. Palasari,Gg. Cilomera - Cilengkrang 2,220,2018
602,Ujungberung,327326,Ujungberung,Jalur Samping Utara (sutet),Jl. Soekarno Hatta - Gedebage,3628,2018
606,Ujungberung,327326,Ujungberung,Taman RW 02 Kel. Babakan Penghulu,Jl. Bebedahan,314.68,2018
620,Kordon,327322,Buahbatu,Taman Blok B b (Taman RW 13),Jl. Pluto Raya,900,2018
656,Kordon,327322,Buahbatu,Taman RW 04 Kel. Margasari,-,273.25,2018
657,Kordon,327322,Buahbatu,Taman RW 02 Kel. Sekejati,-,446.47,2018
658,Kordon,327322,Buahbatu,Taman RW 13 Kel. Margasari,-,315.56,2018
659,Kordon,327322,Buahbatu,Taman RW 07 Kel. Sekejati ,Galaxy,359.32,2018
660,Kordon,327321,Bandung Kidul,Taman RW 10 Kel. Kujangsari,-,223.21,2018
661,Kordon,327321,Bandung Kidul,Taman RW 04 Kel. Jatisari,-,193,2018
662,Kordon,327321,Bandung Kidul,Taman RW 04 Istana Kawaluyaan Kel.Jatisari,Jl.Istana Kawaluyaan,120,2018
686,Gedebage,327327,Gedebage,Taman RW 12 Kel. Cisaranten,Jl. Riung pureung 9Komplek Riung Bandung,350,2018
687,Gedebage,327327,Gedebage,Taman RW 07 Kel. Rancanumpang,Perum Cempaka Arum RW 07,1200,2018
688,Gedebage,327327,Gedebage,Taman RW 07 Kel. Cimincrang,-,306,2018
689,Gedebage,327327,Gedebage,Taman RW 14 Kel. Cisaranten Kidul,-,358.11,2018
690,Gedebage,327327,Gedebage,Taman RW 02 dan 07 Kel. Rancanumpang,-,1000,2018
691,Gedebage,327327,Gedebage,Taman RW 09 Kel. Cisaranten Kidul,-,264.85,2018
692,Gedebage,327323,Rancasari,Taman RW 06 Kel. Derwati,-,189,2018
693,Gedebage,327323,Rancasari,Taman RW 10 Kel. Derwati,Saluyu Indah Raya RW 10 Kec. Rancasari,129.78,2018
123,Cibeunying,327308,Cidadap,"Taman RW 08 Kel. Hegarmanah, Cidadap",Balai Musyawarah RW 08,69.79,2019
216,Cibeunying,327309,Bandung Wetan,Taman RW 04 Kel.Tamansari Kec. Bandung Wetan,Jl. Kebon Bibit No.2a,120.98,2019
276,Cibeunying,327318,Cibeunying Kaler,Taman RW 07 Kel. Neglasari di Kec. Cibeunying Kaler ,Taman Kunang RW 07Jl. Cikutra Baru,50.89,2019
285,Tegallega,327310,Astanaanyar,Taman RW 07 Kel. Nyengseret Kec. Astana Anyar ,Jl. Otto Iskandar Dinata (Terminal Tegalega),101.79,2019
404,Karees,327313,Lengkong,Taman 09 Kec. Lengkong ,Jl. Sinom IV - Turangga,76.34,2019
423,Karees,327311,Regol,Taman RW 06 Kel. Cigareleng,Jl. Kembar II belakang Posyandu,170.88,2019
530,Arcamanik,327330,Mandalajati,Taman Aula RW 03 Kel. Sindangjaya Kec. Mandalajati,-,133.5,2019
531,Arcamanik,327330,Mandalajati,"Taman RW 13 Kel. Jatihandap, Mandalajati",Jl. Sinom,158.06,2019
598,Ujungberung,327328,Panyileukan,Taman RW 03 di Kel. Cipadung Kidul (Panyileukan),Taman Segitiga -Jl. Flamboyan Timur,89.21,2019
599,Ujungberung,327328,Panyileukan,Taman RW 07 di Kel. Cipadung Kidul Panyileukan,Taman Bangkit 2Jl. Bangkit IV,170.02,2019
728,Gedebage,327323,Rancasari,Taman RW 07 Kel. Manjahlega (Taman Blok P b),Jl. Mars Timur  IV/V,558.04,2019
63,Bojonegara,327307,Sukajadi,Taman RW 03 ,Jl. Karang Tineung Indah,132,2020
297,Tegallega,327303,Babakan Ciparay,Taman RW 09 Komp. Sumbersari,Jl. Sumber Sugih,96,2020
550,Ujungberung,327326,Ujungberung,Taman RW 09 Wallagri,Jl. Pasanggrahan I,109,2020
621,Ujungberung,327329,Cinambo,Taman RW 09 Edukasi,Jl. Raya Sapan - GOR GBLA,106,2020
45,Bojonegara,327307,Sukajadi,Taman Sukajadi/ Panglayungan/ Jablay,Jl. Sukajadi,2699.08,2021
64,Bojonegara,327307,Sukajadi,Taman Gerbang Batas Kota,Tol Pasteur,190,2021
160,Cibeunying,327302,Coblong,Taman Caladi,-,142,2021
243,Cibeunying,327319,Sumur Bandung,Taman Laskar Wanita Viaduct,Jl. Stasiun Timur - Jl. Perintis Kemerdekaan,810,2021
244,Cibeunying,327319,Sumur Bandung,Taman Tentara Pelajar Viaduct,Jl. Perintis Kemerdekaan danJl. Kb. Jukut,386,2021
245,Cibeunying,327319,Sumur Bandung,TamanPulau Jalan Utara Viaduct,Jl. Suniaraja -Jl. Perintis Kemerdekaan,162,2021
246,Cibeunying,327319,Sumur Bandung,TamanPulau Jalan Selatan Viaduct,Jl. Suniaraja -Jl. Perintis Kemerdekaan,234,2021
247,Cibeunying,327319,Sumur Bandung,TamanPulau Jalan Mobile Viaduct,Jl. Suniaraja -Jl. Perintis Kemerdekaan,43,2021
248,Cibeunying,327319,Sumur Bandung,TamanPulau Jalan Suniaraja  Viaduct,Jl. Suniaraja -Jl. Perintis Kemerdekaan,573,2021
249,Cibeunying,327319,Sumur Bandung,TamanPulau Jalan Stasiun Timur  Viaduct,Jl. Stasiun Timur,342,2021
268,Cibeunying,327314,Cibeunying Kidul,Taman Pintar RW 09,Jl. Lemah Nendeut,513.75,2021
269,Cibeunying,327314,Cibeunying Kidul,Taman RW 08,-,244,2021
307,Tegallega,327303,Babakan Ciparay,Taman RW 01,Komp. PasadenaJl. Rosela,150,2021
318,Tegallega,327315,Bandung Kulon,Taman RW 02,Perumahan Bojong Raya RT 04,10,2021
363,Karees,327316,Kiaracondong,Taman di bawah fly over Kiara Condong,-,177,2021
419,Karees,327313,Lengkong,Taman RW 06,-,102.4,2021
439,Karees,327311,Regol,Taman RW 02,-,88.12,2021
480,Arcamanik,327320,Antapani,Taman Jasmine RW 19,Jl. Banjarsari,98.4,2021
481,Arcamanik,327320,Antapani,Taman RW 08,-,950,2021
482,Arcamanik,327320,Antapani,Taman Pandawa RW 12,Jl. Salatiga,1300,2021
496,Arcamanik,327324,Arcamanik,Taman Warga 69 RT 06 RW 09,Jl. Golf Barat II,200.69,2021
525,Arcamanik,327324,Arcamanik,Taman Pesona 2,Jl. Futsal Raya,72.73,2021
526,Arcamanik,327324,Arcamanik,Taman RW 06,-,79.5,2021
527,Arcamanik,327324,Arcamanik,Taman RW 07,-,45.91,2021
554,Arcamanik,327330,Mandalajati,Taman RW 10,-,336.42,2021
624,Ujungberung,327328,Panyileukan,Taman Perjuangan Veteran Teras Sunda Cibiru ,Jl. Raya Cipadung,0,2021
625,Ujungberung,327328,Panyileukan,Taman Perjuangan Veteran Teras Pangaritan,Jl. Raya Cipadung,0,2021
626,Ujungberung,327328,Panyileukan,Taman RW 10 ,Komp. Panghegar 6 samping SMP 56,111.71,2021
692,Kordon,327322,Buahbatu,Taman RW 09,Komp. Graha Alam RayaJl. Meteor Raya Timur,142.9,2021
697,Kordon,327321,Bandung Kidul,Taman Sanggar Hurip,Jl. Sanggar Utama,973.36,2021
749,Gedebage,327323,Rancasari,Taman RW 01,Komp. Bandung Indah Raya,283.38,2021
758,Gedebage,327323,Rancasari,Taman RW 16 -Taman Blok K,Jl. Saturnus ,300,2021
